text,label,exp_split,Generated_Label
"FalconNewsreel About time, deport them all and build the wall! DemonRats want to give free health care to illegal immigrants but don't want to count them? Seriously, how do you budget free healthcare? Democrats are f$&king Morons!  Black Racist Gay Lives Matter to the Obuma's & Whoopi weaveberg",1,test,1
Correction: send Barron to one of our new Christian concentration camps at the southern border. WE DON'T CARE,0,test,1
Harris placed more African Americans in Jail than anyone running she will fall short in the polls because she lied she is Indian decent and did not listen to Tupac so if she speaks truth why isn't she spewin it? She is a joke and emotionally u stable for pres.  All Dems voted for 9 month abortions murder and for this URL,0,test,1
"See as a bi girl, I can look at pretty girls and instead of ""I want to be her"" to ""I want to be WITH her""",0,test,0
"with 100,000 people a month crossing over we can expect crime to go up all across the country. more overcrowding in schools and test scores at every ghetto school dropping even further down that they already are, why do you think everything south of the border is a shitstain? it is the people who live there. the only millionaires they have down there are drug dealers. not a Steve Jobs or Bill gates to be found. the country never produced a Henry Ford or anyone of any consequence.",1,test,1
"Mentally retarded u ar .👍👍 U foreigners use only tissue paper to wipe off ur shits ass ,u even don't wash ur shits ass ,what a fuck??🖕🖕🖕🖕 But we indians use water to clean our shits ass properly and then wash our hands two times , understand ,u foreigner fuckers .",1,test,1
Whos a filipino like 👇🏻,0,test,0
Indians go to hell,1,test,1
Popcorn Seller hypnosis is a scam and homophobia is idiotic,0,test,0
@Raven Black Little Petey is a disgusting homosexual race hustler. He's trying to captured the blacks voters who are escaping the Democrat Plantation.,1,test,1
Three black people demonic Democrats they should be deported probley caravan members,1,test,1
white boy KILLED it♥,0,test,0
white people shit once again. pick up your trash along with the shit you take up in the mountain.,0,test,1
There should be NO housing or any other provisions for immigrants. They came here by their own choice....let them stay outside and think about their dumb decision.,1,test,1
"This explains how so many fake feminist women have been getting dumber, more evil, more selfish and so fn stupid these days if they still listen to this las tecos nxivm pedophile cult member.",1,test,1
fucking shit talentless gay agenda pushing slut,1,test,1
That black bitch had her nose turned up....... I would whoop her ass...  -sent from black man iPhone  Trump 2020,1,test,1
"The LDS ""church"" is a racist cult that protects rapists and child molesters.",1,test,1
"Let's focus on getting all the people that are already here legal, rather than having to take in every single so called refugee to the south. Build the wall and we can start working on that.",0,test,0
He look and sound like Cuckold!!,0,test,1
No one cares jack your fucking gay,0,test,1
Where are the white leaders whenever a white guy commits a crime?,0,test,0
@King Xerxes exactly so United States did it for safety and Iran did it for credit.,0,test,0
frogtofall that's the environment the SJW's have created themselves by screaming to believe ANY woman just because.,0,test,1
"She was championing for women's issues at women's march, apparently equal rights and representation only matters for people like her, cis-hetero white female. She's tone deaf to any other group who wants equality.",0,test,1
She just made that house negro look like a incompetent clown.,1,test,1
Time to deal with Iran!!,0,test,0
Liberal women get no love so they are filled with anger. Who could stand to be around them?,0,test,1
"I'm White & Grew up in South they call me ""Grandma America"" I will ""Not Accept White Nationalist , Dictators nor Demented Old Men"" . America Stand Up & if you white Nationalist don't like it go to Russia!!",0,test,1
Shut the fuk up you non-american stupid ass queer choke on dick and die,1,test,1
nitish kumar you are basically a pakistani. Thats why you are too aggressive and impotent. Go to pakisthan,0,test,1
I would like someone to explain to me why America has to take a single one of these people into its country. Why? There is a legal port of entry and they ain't using it. FUCKING EXPLAIN TO ME WHY THEY SHOULD GET IN.,0,test,1
If women soccer brings in the same revenue as men's soccer than yes they should be payed the same. Not even close when it comes to world Cup. Just more leftist SJW BS wanting equal pay for less worth.,0,test,1
DEPORT YOUR VIRGINS WOMEN LIKE ELLEN FANNING TO BOLIVIA. WE WILL GIVE THEM FREE LANDS,0,test,1
Under-representing illegal aliens??? Last poll says vast majority of American citizens want the citizenship question in the census.,0,test,0
"Anyone who has/had a grandparent who is/was not native-borne should be required to apply for legal citizenship, or to leave. Yes, that includes _you_ at 0:24 mister.",0,test,1
Deport them. They better be afraid.,1,test,1
Thus proving the point gay people are boring...,0,test,0
IRAN IS A BUNCH OF CHILDFUCKING WOMENENSLAVING RAPEGANGMAKING BUILDING DESTROYING CUNT OF A COUNTRY THAT NEEDS TO BURN.,1,test,1
White people be like : this is our country we stole it from the natives so no one else can come here,0,test,1
Bet it was a black person? When the killer is found if they are white I will come back to this message and call myself dumb.. If they are black you have to do it.. Deal?,0,test,1
Just bus them back over the Border what is the big deal,0,test,1
What kind of South Asian cry eating spice? We disown him.,0,test,1
"the one who hate and kill baby girls is Fir'aun,, the king of Mesir long time ago, and Moses come and fight Firaun to erase that rules",0,test,1
+Joe Parmer no never. Israeli dual citizens in our government are taking America to war to fight their enemies.,0,test,1
@Jairo Carbajal every ILLEGAL immigrant is a criminal. Every legal immigrant is what we want.,0,test,1
​+Bobby Ramsey - Justin did not have any criminal conviction like your black murderers. Most of white shooting on blacks are black people with police records long as encyclopedias.,1,test,1
that woman is mad and needs help she probably hasnt bathed since she was 10,0,test,1
"Don't attack protestants ,encourage them to join in , this issue is bigger than old troubles and it may even help heal them , live in the past or create a brighter future today",0,test,0
@Jay Patel lol fuck t series you skinny Indian twat,1,test,1
lets send them a million illegal aliens since they work hard and contribute to the economy unlike american leeches. I am sure there are plenty of engineers and scientists there to get it all cleaned up in a week.,0,test,1
"Ilmar Omar is such a US-hating woman and YOU - f***ing CBS - as an american news outlet make yourself common with such a TERRORIST favoring creature. Disgusting. No patriotism, no love for the own country. Go down the drain. You will follow CNN.",0,test,1
"The Nazi playbook. In germany they startet with mocking the jews. Then came the 'move'. Then came the yellow stars on their clothes. Then came ... If you do not see the pattern here, you are naive.",0,test,1
"Gillebrand, was it hard to protect your father when it meant women had to become his owned slaves?",0,test,1
"this ""guy"" is a faggot",1,test,1
Jesse Mathis gay people aren't hurting anyone. Those are.,0,test,0
She honestly seems a little retarted.,0,test,1
I think she was just a thottie and banging him,0,test,0
"It's only the begining of the end america ! Its gods judgment on america ! Get born again , repent and turn your life to christ jesus because your all going to go to hell if your not saved ? Must be born again to even see the kingdom of god !",0,test,1
"No!!!  They knew that charlamagne would be easy on them!!!!  Even though he has a big audience!!!  They wouldn't dare sit down with tone talks or Yvette carnell !!! .... Because they would have called them out on everything that they stand for,, Pure truth, but the day that the real movement movers identity will be revealed,,,,,, this cat did not move the needle in regard to people talking about reparations,,,, it was Claude Adams, Boyce Watkins, tone talks,Yvette carnell, professor black, black truth,....... These are the real brothers the real #ados..... American descendants of slavey,",0,test,1
Turn that shithole 3rd world country Mexico into a parking lot with a couple we'll place nukes.,1,test,1
If you hoes would just shut up for one minute and let the man talk,1,test,1
every americunt is a cocksucker from birth,1,test,1
Learn how to speak English before you call anyone dumb .,0,test,0
All unauthorized aliens deserve what they get: permanent DEPORTATION.,0,test,1
Don't speak for me I want to see it😂 also these are three different women with standards they uphold for themselves and the men they date I want my daughter-to have those role models of women that don't settle,0,test,0
when your 1% Latina.,0,test,0
"I want the us women's football team to play with any European men's team. I will not cite England, France, Portugal, Spain or Germany as an example. For example, Poland, Croatia or Iceland... I would look at this humiliation of team Alex Morgan and that woman with the pink hair.",0,test,1
@Rajesh Kanungo  that women have to work together and still cant compare to men?,0,test,0
Tracy Morgan is a degenerate thug,0,test,1
Don't come here illegally and you won't have to deal with inconvenience and less than luxury conditions.,0,test,1
16 year old white girl: *ThATs So MeeEe*,0,test,0
How is it that Israel looks like a regular person while the interviewer looks like a ghost?,0,test,0
"Lots of other countries grant citizenship based on birth.  URL Althugh, only an American wouldn't look into other countries beyond Canada.",0,test,0
White Privilege strike again.,0,test,1
"Bet you miss when Black people were banned from basketball, football, tennis. 😂😂 Troglodyte",0,test,1
Send these criminals home ! We our taking our country back !!,1,test,1
Fucking young thug just makes everything worse,1,test,1
Always you wicked dirty whites. He wouldn't done that to a real right black man. MF coward.👹👺🇺🇸🔯 HATE YOU WEAK ASS COWARDS.,1,test,1
deport them bit..hes,0,test,0
"Dumb blondes need not have a voice in military matters, let the military handle it and mind your own business.",1,test,1
"Rid this country of all illegals. Our veterans need the handout people, not them.",0,test,1
Cigarettes are gay. Charlotte is a fake titty whore. Fuck Roman. Iconics need to die.,1,test,"1
1
1
1"
"Its just weird, that we STILL call female actresses ""actors"". WHY??",0,test,0
"They look just like illegals in Europe: 95% young to middle-aged men, with a very shady and suspicious look. Good job America, keep them out, don't do the same mistake as Western Europe.",0,test,1
Do I have to be Indian or Pakistani to enjoy a good cup of tea? 🤔,0,test,0
"Women are murderers of unborn babies, evil",0,test,1
So what we had help. We won! Bless trump bless Putin. Dims need to go back to Mexico,0,test,1
"+John Mamo ice is coming for a black american who's lived here his whole life? Trump supporters are dumb but you really stand out talking about ice is coming for me rofl. What makes you think I'm illegally here 😱.  I can see your old ass can use emojis that's kinda cool man, nice try on the comeback, do all trumpers think everyone is an illegal immigrant lmfao. I have more worth as a young American than 3 of you combined.",0,test,1
"@Jessie Bella  It is somewhat ironic Kamala's Jamaican father was a descendant of a slave owner. By his own writing:  (You can google it) ""My roots go back, within my lifetime, to my paternal grandmother Miss Chrishy (née Christiana Brown, descendant of Hamilton Brown who is on record as plantation and slave owner and founder of Brown's Town).....""",0,test,1
You're a Christian if you're absolutely sure you're going to heaven when you die and you know that being a good person won't get you there. God doesn't care about our works they are like filthy rags to him (for our salvation that is).,0,test,0
And again this killer will be categorized as a gunman??? Wtf this is a Terrorist or is it the Muslim label now?,0,test,1
The only country that have that idiotic tiping shit is the US,0,test,0
These kids are retards,1,test,1
"To hell with china, let's get India in on our markets. Let's do more with India. Plus India ' s women look a whole lot better.",0,test,1
"You don't have ""peace"" in Europe or Germany. Your women are raped in your streets and you protect the rapists instead of your native German citizens. Yes, you hate ""protectionism"" in that you allow your nation and people to be pillaged and killed. France is torn apart and they burn automobiles all over Europe. This is the RUIN you have created in post WWII Germany and the EU over which you preside, ""Humankind"" is raped and pillaged in Germany and Europe and you care not. You are a disgrace to womanhood besides your own nation. Go home, Frauline. Americans don't need your toxic advice!",0,test,1
I really do not like this stupid women,0,test,1
Why don't we get white people job numbers,0,test,0
Alright let's try this one more time... My name is Spider Nigga... I got my powers after fucking a radio active spider-thot in the bathroom. And for the past 15 minutes... I've been the hood's number 1 hero I'm sure y'all know the rest I can stick to walls... Dodge child support... But instead of shooting webs I just shoot niggas And no matter how many times I fall... Imma keep getting back up. Because I'm the one the only... Spider Nigga,1,test,1
All woman are UGLY they selfish only think about money,1,test,1
"Minnesota...the Sweden of the United States. Must be something in the water up there? California.... the seam is getting wider and can now be seen from space; let us pray. Race card alive and well in America for those bankrupt of realistic workable ideas. Citizenship ?....should be nonnegotiable on census form and yet all these inane arguments against. Actually it's a form of pledge week to fraudulently collect money for border trespassers. Any thing else I haven't covered?? Heads up, Republic crumbling at the seams.",0,test,1
Love b watch out for the gang raping mauradering evil horny muslims 🌟 🌙,1,test,1
Go kick some dirty Chinese ass...,1,test,1
"I bealieve him. Skin cancer hits more on white skin people. Im latina and my people and I spend so much time in the sun..because of work, or just we dont use sunscreen when out. And Ive never heard a case of my latin community to have skin cancer. It happens for some reason mainly to white people only.",0,test,0
"+Americans are fucking stupid, arrogant cunts every event one eu team (g2 or empire) does well, and the other team has their asses handed to them, like lestream did here",1,test,1
""" I got women tryna sneak me through there doors 🤔🤔""  News report: young thug caught fucking underaged girl by parents",0,test,1
Shut the F up Queers,1,test,1
I feel I like I'm actually watching Kevin Durant play nba basketball not knowing the actual dude is African.,0,test,0
"On another subject, Why won't our Military go in and shut down these Islamic Terrorist training camps within the U.S. / or do We the People have to fight them",0,test,1
I'm gay as fuck stick it in my ass - Ryan Hollins,0,test,1
Oh don't worry the Jewish run media will think of something or someone to put in his place.oh let's see maybe R Kelly perhaps. These people have no shame they will find a way to minimize his crimes shame on you and now their recent ploy is to get boot lick black people to do it lol and it works,1,test,1
Start with the Norwegians who overstayed their visas.,0,test,0
I can't wait to see the snowflake meltdown when Trump gets re-elected in 2020. NO ONE CARES about girls soccer and most Americans resent privileged elitists not standing for the national anthem.,0,test,1
"sounds like she is defending Ghadafi? These Liberal chicks are odd ball's. I guess any country can work towards nuclear threats. What fear mongering, let them work on it Commie!",0,test,1
"Ebola disappeared, WALL DISAPPEARED, AL-QAEDA VANISHES, ISIS?....NO ONE KNOWS. NORTH KOREA? Shhhhh...lets keep this public distracted, while we bomb ONLY MUSLIM COUNTRIES AND blame their government for it. *MURICA*",0,test,1
"No country can destroy Iran, they have a Bible prophecy to fulfill",0,test,0
can we stop glorifying hoes? They're weak,1,test,1
Good show love from Pakistan,0,test,0
"You atheist, satin worshipers never miss a chance to spew your ideological rhetoric. FOH",0,test,1
Hit puberty you fucking bellend,0,test,1
Interview 77 Gay Sway or you're straight 😘,0,test,1
"Carlos Machado basura that's an internal problem for Mexico , the US is more corrupted worldwide. This people murder store countries acting like they're freedom fighters then stealing people's resources and damaging their economies. Estás pendejo!",0,test,1
Richard Nguyen yeah lets have an all white cast and not be progressive at all.,0,test,0
WOW I wish these Hos would just go to hell already. Worthless pile of rebellious trash these women are.,1,test,1
The Iranians are clearly just too embarrassed to admit that their drone got shot down.,0,test,0
@DewDee go back to your basement. We all know you're gay.,0,test,1
@Alex you got a problem with her looking like Indian. What matters most is her acting which we haven't even seen but long as it's good what she looks like is no big deal,0,test,0
I hate U KICK trump in the NUTS haha white TRASH fake president,1,test,1
"So If housing is so dear because of rich immigrants where is the surplus? the housing they are buying for a million dollars which are only worth $100,000, Chinese people, you are getting ripped off. Like the rest of you New Zealander's",0,test,0
Thanks for the diversity. That one white guy appreciated it.,0,test,0
"intelligence wisdom shut up lmao u guys have no proof that they are trans, just your stupid eyes",0,test,0
This nigga max motherfuckin kellaman🤦🏻‍♂️🤦🏻‍♂️ oh my lord oh my lord BLASPHEMY (kawhi angry mode) hoodie melo mode ouagsgdu mj mode hauajshdu stop crackin the pot white boy dumbass nigga🤦🏻‍♂️🤦🏻‍♂️ cmon I don't even find it funny anymore man,0,test,1
Time to deport some freeloaders.,0,test,1
Fucking why is this faggot back on here,1,test,1
00:28 found the atheist,0,test,0
Tfue said the n word 1:19,0,test,1
LGBTBBQWTFLOL Sorry we pissed off the fags and took away from their massive moment lol,1,test,1
SELF CLEANING YEA CLEANING INDIANS OFF OF EARTH HAHAHAHAH,1,test,1
"Pray is what needs be and God will stop the censorship. Let His people fast and pray for America because where America goes, the world goes. God must be allowing the Rats for some menace as payment of infanticide, self destruction via drug abuse, and immoralities, also for that ""Sauce"" from the butchered babies during their rituals. Pray folks....",0,test,1
Suck his dick bitch,1,test,1
"I don't get it. A border controle see to order and safety. If the back ground of somebody is criminal. Send them back with the child. If they are working and good to go . No problem , Trump said , they need workers. First , sort out the trash",0,test,0
Anything in Minecraft: *Exists* Felix: He was like a father to me *SOBS*,0,test,0
No more war's for Israel.,0,test,1
The Nimble Ninja that's false anyone who is illegally in this country gets deported it's not about race your a ignorant person,0,test,0
"Ali Yazbeck , It's not. Race dumb Immature dik. GTFU.",1,test,1
This idiot should F Off back to south africa,1,test,1
"On behalf of the lesbians, we love your raspy lesbian voice! Haha!",0,test,0
"why is mulan not a black man? i mean, seriously.",0,test,1
Whites are just better..,0,test,1
"my opinion any one want coming to the United States of American should coming through the border gate, any one sneak in or climp the fence means crimes angainst the USA law and deport right away no question!",0,test,1
It's nice to know that morons who can't read still think that gender transphoria (which was just spell checked by YouTube to be not a word) isn't a thing.,0,test,1
"FalconNewsreel About time, deport them all and build the wall! DemonRats want to give free health care to illegal immigrants but don't want to count them? Seriously, how do you budget free healthcare? Democrats are f$&king Morons!  Black Racist Gay Lives Matter to the Obuma's & Whoopi weaveberg",1,test,1
You can't forget how fat and stupid Americans are. There are millions. And half of them are commenting here. 😕,1,test,1
😂😂😂😂 for those who don't know there are plenty of Asians who consider themselves honorary white supremacist,0,test,0
Mamma Mia the coming out part was for himself. This was a story meant to show what it's like being gay in a community that frowns upon it. Also it's a charity promoter for suicidal people,0,test,0
For me the bigger thing is that the Japanese woman wouldn't have as much of an opportunity to play the woman in the romantic comedy. There's nothing about that role that in any way requires the actor to have any particular skin tone.,0,test,0
so woman in mens right must b a whore who lowes dick? joe rogan is a retard cause if a man is a feminist he must looowe pussy fuck working for a cause,1,test,1
She is still a cancer on society.,0,test,1
"You Christians can keep your bullshit morality to yourself from now on. Listening to you assholes worship child molesters, criminals, and idiots disqualifies you from lecturing me on the subjects of morality, ethics, and right vs. wrong. Get the beam out of your own eye before you demand that I remove the mote from my own eye.",1,test,1
Ms Walker should be on one of the US currencies. I think she is the first black female business woman.,0,test,0
@Briana Anderson become the third world sweet heart❤,0,test,0
"DONALD TRUMP SEND YOUR TWO WIVES BACK TO WHERE THEY CAME FROM !!!! AND IT WOULDN'T BE A BAD IDEA FOR YOU TO GO BACK TO GERMANY UNFORTUNATELY, THEY DON'T LIKE YOU EITHER, THEY LOATH & DESPISE YOU IN ALTSTADT GERMANY, WHERE YOUR FOREFATHERS CAME FROM I WONDER WHY ??? TRUMP HAS BEEN EXCRETING THE FECES OF HIS MORAL DEPRAVITY INTO A RACIST SEGMENT OF A PSYCHIC CESSPOOL OF A BASKET OF TRAILER PARK DEPLORABLES. THE REPUBLICANS CONTINUE TO EMBOLDEN THIS BLOVIATING IGNORAMUS TO GO FROM THE RIDICULOUS TO THE SUBLIME...",1,test,1
"MAKE SURE THAT ALL AMERICANS GET OUT OF OTHER PEOPLES' LANDS INCLUDING THE NORTH, SOUTH AND CENTRAL AMERICAS !!!!",0,test,1
"Listen to the responses of Pete Buttigieg...really LISTEN!!...he's got the sing-songy voice, the articulate cadence, the precise metronome delivery of words almost musical: slowly (adagio) quickly (accelerando) surprising (accent), he's got the picturesque words bringing images to mind, and yet he says absolutely NOTHING!! I truly don't think this is just my opinion...I've listened repeatedly to his words in this video...they are ALL platitudes packaged in a proper wrapper for non-listener people's consumption.",0,test,0
Somewhere a white cop is shooter is aiming at an unarmed black male...,0,test,1
"Demonic p.o.s !!!! 100% disgusting, vile, Satanic WHORE. Has nothing at all going for her other than her attention-seeking sex filth. Pathetic.",1,test,1
Child molesting Jew fuck needs to be hung in public,1,test,1
We already have affirmative action ... which we all know is nothing but passing over better qualified people in exchange for skin deep differences ... which is the very definition of racism.,0,test,1
"Show some proof to support your claim. Always use the ""race card"" it's old.",0,test,0
@Al Dhanji LMAO yup if you ever need a escape goat you can always blame the white man. I'm starting to believe they may actually be Superior to everyone because everyone seems to blame them as if they are inferior and can't help it no way to combat the white man and all his awesomeness.,0,test,1
"Never forget you stupid goys!! Keep allowing us to run your governments, banks, and media for our own Jewish Supremacist agenda!!!!",0,test,1
Proud of Bangladesh ( Rifaul ),0,test,0
"@im done WHY DON""T YOU SHUT UP!!!!!!!!!!!!!!!!!!! YOU KNOW NOTHING THE UNITED STATES IS A TERRORIST GOVERNMENT NATION LISTEN BOZO I AM AMERICAN & I AM GOING TO KEEP TELLING THE TRUTH BOUT MY NATION GOD IS FED UP WITH HER & HER HORRIBLE SINS CRIMES PERVERSIONS FILTHINESS TRUTH",0,test,1
"These anti semitism things are so boring, it's just such nonsense.",0,test,0
*Saudi Arabia hates Iran. Suadi Arabia provided money for terrorist on 9/11 and it funds ISIS. Why is Washington siding with 9/11 terrorist who probably did a False Flag attack on their own ships to blame it on Iran*,0,test,1
sooooo??? what we now just for illegal immigration??? Than don't complain when terrorist come in like a field day ....idiots .... what a disgrace to anyone who suffered from 911 directly,0,test,1
only fags play soccer,0,test,1
"What exactly is feminine about that man? Are you a vet, a Rhodes scholar, a candidate for president? You're a fool that is what you are moron.",0,test,1
u America n u stupid y u very stupid ima russian boy ima very mega smart smarter then u stupud,0,test,1
You women are a mockery. STFU,0,test,1
First you want the guy to go after him and now you bitch because he is wanting peace. You faggot left are simply retarded in every fucking way of the word lol. Keyboard heros LoL.,1,test,1
"It's very clear the easiest way to get dumb white nationalists to vote for you or like you is to swear and belittle other races, and before you know it they'll be bent over calling you daddy, Trump although you're a puppet your the funniest and smart puppet so far hopefully you Jewish grandkids will be controlling these idiotic white nationalist in the future too 👍",0,test,1
"Now MeechieX knows how difficult it is to partner with people and push black empowerment; like Boyce. Fallouts and disagreements occur.  With that said, keep on going. Black Empowerment is worth it. Come to Los Angeles.",0,test,0
"The ""GANG"" of four are racist terrorists among us. don't turn your back on them. All four should be terminated. They are Un-American.",1,test,1
Double pump is gay,0,test,1
"@Akil Tircuit You do realize that the term ""incel"" means someone who lives in a safe space and is afraid of interacting with women.. It was a term given to leftist by a woman, specifically on left wing males in the tech industry so calling someone on the right a ""incel"" doesn't even make sense",0,test,0
"Are you people actually believing this propaganda.....  These ratchet women haven't done a thing , except spew hate and rhetoric....they are gonna get Saddamed...",1,test,1
Bro Sean is the funniest one in all of these he's gotta be #1 personality no homo,0,test,0
"abe is a zionist all these pagans, faggots, commies, the whole nwo is jewish",1,test,1
Fags all of you,1,test,1
The problem is we let immigrants get to much power. Especially when this power is used against its original inhabitants.,0,test,1
"I love how many female artists are making power bops now... but I do wish that we stop tying our power to our sexuality. Yes, female sexuality is often put down, but there are also other, less objectifying ways to feel powerful.",0,test,0
AmeriKKKa Western Jewdeo-Christian Zionist the Great Synagogue of Satan ISraHell. Turkey 🇹🇷 can shoot down ISraHells jerico missiles 😁 😁 😁,0,test,1
Hell yeah put a tariff on those chillie coking pepper bellies. All hail Trump boss of bosses 👍 Down with Islam 👇,1,test,1
"White Supremacy is Western Civilization It was not built by picking cotton and tobacco. There is no argument Black people have the worst societies. Sub Saharan Africa is no different as a whole than Haiti. Detroit, Baltimore the pattern is the same. The poorest white communities are not even close in terms of having the same level of everyday random violence as ANY black neighborhood. These are facts. Us nazis or white supremacists are absolutely right and no one has an argument but wow just wow. Soary",1,test,1
Each And Every Day People Are Getting Hip To Your Rhetoric. They Are 6 Six Other Continents That You and The Socialist 4 Four Can Live.  Please All Socialist Communist Can Leave Don't Forget The illegals....,0,test,1
He really loved black culture .  lol !,0,test,0
"+B Mac No, I think I've got one that should teach your dumb azz. AT LEAST HE DIDN'T GIVE TO SOME BILLIONAIRES CHARITY (etc... Salvation army, Red Cross, Foreign Aid.. etc.. etc) at least he gave to real people's with real life issues. And for that, he deserves a Tax Write Off. I don't think you racist whites know how real life should work. Lol",0,test,1
Indians out here just fucking shit up,0,test,1
"If this man is an alpha male, I am out of the alphabet",0,test,0
*slurp juice* Those kids are f gay ass hell,1,test,1
Why not switch mulan out with an indian actor like they're switching white ariel out with a black woman?,0,test,1
Read your script you Freemason Faggot son of a bitch . It's all a fucking a script . These motherfuckers are deceiving the people every fucking day . The Zionist Jews will be the Architects of their Destruction . hahaha Die you scumbag pieces of shit .,1,test,1
why this fucking gays are laughing,0,test,1
Let's be Honest you can't stop mexicans from coming over that will be a problem until the end of the world,0,test,0
Except he was black.,0,test,0
Josh is a fucking closet case Missisippi Bastard,0,test,1
Who are indians like,0,test,0
Fr Barron I feel blessed beyond measure each podcast I get an opportunity to watch.  One very serious issue which I pray the church addresses. My husband is not Catholic and he and many other evangelicals feel that our church must be an apostate church because we have not publicly excommunicated those politicians who openly profess to be Catholics and support abortion! Please address this! Our Protestant brothers and sisters are watching the Catholic Church. Thank you for your response.,0,test,0
Respect to the Indian people,0,test,0
People need to get off this dumb shit. The first slave owner in America was Black...flat out whipped his own people. Blacks are the biggest pack of cry babies. Your own people did it to you. Pretending like you all were kings and had your crown taken.,1,test,1
She's a stupid bitch,1,test,1
Time to end Iran.,1,test,1
Lame game bro. U sound like a bitch boy whos balls havent droped.,0,test,1
Have you seen American politics they had a black man as president. 🐵😄🐵😄,0,test,0
Disappointed in the judges mother. She should've aborted that bundle of cells.,1,test,1
If IRAN become like IRAQ and if I were IRANIAN - I SET ALL IRANIAN OIL FIELDS IN FIRE BY NUCLEAR EXPLOSION and let FALLOUT take its place for a thousand of years!,0,test,1
So these 2 dumb negros do attract Thots. Get a life and stop sack chasing these uneducated assclowns.,1,test,1
Why do only men have to pay for alimony? Yes of course equality,0,test,0
FUCK THE CUNT SQUAD AND FUCK ALLAH.,1,test,1
Much love proud to be African,0,test,0
"Ok this is borderline retarded, but he is not wrong :D Those fat, useless cunts, that slang pussy like it is fucking christmas and end up divorced or alone with a bastard like complete morons, are breeding this obese, weak generation...",1,test,1
Iranians are cool imo. Persians? Awesome people.,0,test,0
"Go fuck yourself, Germany. Country of cucked white guilt pussies!",1,test,1
2 faggy people on one track,1,test,1
I new these people aren't American because those sockets aren't American and these people look Russian,0,test,0
"Johnny Green Nope, he's a racist thug. Thank you very much",0,test,1
They should invade Egypt and steal their mummies.,0,test,1
check out my new vedio! its this new Bollywood movie. and how feminists are TRIGGED by it. am sure you would love it. i have started youtube recently. would love it if y'all subcribed🌹💖,0,test,1
Made white men look really weak. HAHAAHA,0,test,1
Weinstein Epstein These are all Jewish names they're all part Of the combo that runs this world this is just the surface of our other countries do every day to every boy and girl in this world they should all burn and burn and burn and burn,1,test,1
All what's the matter baby raping child molester.? Running our nieces and nephews to molest? You're just a low-life sperm dumpster homosexual butthole loving baby raping child molester AKA sperm dumpster that's what your daddy's call you huh you like it when your daddy's patting you on the top of the head while you're sucking his dick and the other ones fucking you up the ass LOL you're such a fucking baby raping homosexual queer,1,test,1
you mean any fucking religion yours sucks ass too,0,test,1
Indians support her 👆,0,test,0
guys are idiots and watch too much cartoons,0,test,1
He a faget i got shootters that would fuck him up they deleted my insta kus i came at this nigga,1,test,1
"Can someone bus trailer park trash MeAgain McTrustfund out of the United States? Better yet, lock her up in a detention center. Her sense of entitlement must be brought back to earth.",0,test,1
"Time to quarantine Africa, before liberals import Ebola into a neighborhood near you.",0,test,1
"Says the woman with her breasts hanging out. I know you're not a Christian, because Christian women do not dress like hoes.",0,test,1
"African movie star, Africa is so rich",0,test,0
"Boy are Blacks in America lucky! Their relatives today, in their homelands, would do ANYTHING to be in their shoes!",0,test,1
"I feel so naive that I never realized how many vile, hateful Americans there are!",0,test,1
Islam is a national security threat. Mvslim invasive species don't belong in Canada.,1,test,1
Trump means ask these 4 idiotic women democrats to follow their parents back to their counrry of origin even they are born in USA!!! . Not racist!!!,0,test,1
America should vsnisgh from the earth. That would be cool. Just stay in your country. Please. Idiots,0,test,1
"IF WE ignore how they treat people of color, women, and liberators in this show, we will be doing our generation and generations to come... a disservice, like when will we learn?! they feed us garbage visually in a massive show just to show their true colors at the end. We have to speak up and speak out and be awake to the hidden messages!",0,test,0
"Hahahahahahahaha serves that Dumbass right ,,,,keep it up U.K.you're slowly eating yourself from the inside and the mooslims are tearing apart your countrymen from the outside ,,,,,TIK TOK ,,Britain only a matter of time ,,,,you and the rest of Europe will be flushed like burrito night at Ramomas",1,test,1
"+Melissa Thomas Well now that they've all been coached to claim Asylum because that's the easiest way to be released into the U.S. never to be seen again because 94% never show up for their court date , we have to spend hundreds of millions in the meanwhile housing them feeding them providing medical care and then again to deport them when they end up being arrested for various crimes.",0,test,1
This Muslim Dog should be sent back to the fucking cave this cunt came from. SEND THESE DOGS BACK!!!,1,test,1
"How many taxpayer dollars are these Republican states paying in legal fees, court cases etc in their attempts to deny women their 14th Amendment rights? And how many of those taxpayer dollars are being paid by the very women who they are trying to subjugate? If a state legislature is supposed to work for you not against you then maybe those women should consider giving them fewer taxpayer dollars for them to waste in trying to roll back the centuries to a time when women were considered as mere chattels of men.",0,test,0
Where are the real .history black folks? Trump is .phoney.,0,test,1
illegal immigrants should be deported but something tells me that Obama judges will block it,0,test,0
"Joel Craig not all of the sudden. This has been going on since 1976. Before your ill fated Reagan. The numbers are not on your side bro. That white privilege is fading and you so desperate you listen to a hollow con man. Where's that wall? Why are there 60% more ""illegals"" at the border? Where are those coal mines? It is exactly where the Republican base is. Old and almost dead thankfully.  What I don't get is why do white men bitch so much. If you not a millionaire by now when you had a 400 year headstart you are just a loser.",0,test,1
