,text,label,exp_split,ChatGPT Response
4267,@ih8myfriends Go look for the chromosomes you lost.,1,test,"{
  ""text"": ""@ih8myfriends Go look for the chromosomes you lost."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""chromosomes""
  ]
}"
4268,ARREST & DEPORT ALL UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREN / FAKE FAMILY..,1,test,"{
  ""text"": ""ARREST & DEPORT ALL UNDOCUMENTED / ILLEGAL IMMIGRANTS / INVADERS INCLUDING THEIR FAKE/ RENTED CHILDREN / FAKE FAMILY.."",
  ""rationales"": [
    ""undocumented"",
    ""illegal immigrants"",
    ""invaders"",
    ""fake/ rented children"",
    ""fake family""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4269,"""BRAINWASHED"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump",1,test,"{
  ""text"": ""\""BRAINWASHED\"" by dictator trump ???the more you listen same words over&over leroy baca did it 2 black&brown in L.A county jail even some fbi agents happened 2 me in 96to97 Im just getting over it still in therapy & medications white men are the end of the world we should have let them DIE when they got kicked -out people never change u die fuck trump"",
  ""rationales"": [
    ""dictator trump"",
    ""leroy baca"",
    ""black&brown"",
    ""L.A county jail"",
    ""fbi agents"",
    ""white men""
  ],
  ""derogatory_language"": [
    ""black"",
    ""brown"",
    ""white""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
4270,This is why no one wants you.. not even mexico.. your like a rat in the trash.,0,test,"{
  ""text"": ""This is why no one wants you.. not even mexico.. your like a rat in the trash."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""rat"",
    ""trash""
  ]
}"
4271,Shes the man of all women,0,test,"{
  ""text"": ""Shes the man of all women"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4272,Deport her send her back to Somalia she is a terrorist piece of shit.,1,test,"{
  ""text"": ""Deport her send her back to Somalia she is a terrorist piece of shit."",
  ""rationales"": [
    ""Somalia"",
    ""terrorist""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""shit""
  ]
}"
4273,"As much as people think Scarjo is missing on the representation debate i think people are missing her point too, when she said she should be able to play anything as an actor. Representation, inclusiveness is important but its kinda getting pointless des days.",0,test,"{
  ""text"": ""As much as people think Scarjo is missing on the representation debate i think people are missing her point too, when she said she should be able to play anything as an actor. Representation, inclusiveness is important but its kinda getting pointless des days."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4274,"What part of my comment was racist? Geez, you millennials, little sooking, moronic, mouth breathing waste of skins.",1,test,"{
  ""text"": ""What part of my comment was racist? Geez, you millennials, little sooking, moronic, mouth breathing waste of skins."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""millennials"",
    ""sooking"",
    ""moronic"",
    ""mouth breathing"",
    ""waste of skins""
  ],
  ""cuss_words"": []
}"
4275,"I don't understand why she's not Black,where there no black women in her time . If she stood up to men she must have been an Empowered woman of colour. No other woman but black woman have stood up against the patriarchy through out history............or so I'm told",0,test,"{
  ""text"": ""I don't understand why she's not Black,where there no black women in her time . If she stood up to men she must have been an Empowered woman of colour. No other woman but black woman have stood up against the patriarchy through out history............or so I'm told"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4276,"Truth Teller You Never,Ever Give Radical Muslims a Path To A Nuclear Weapon!!! Odickama was a Traitor not just to America But To The Entire Free World!!! If you idiots think they won't use one as soon as they get it, just remember you are infidels yourselves!!! We need to turn the sand into Glass...ASAP!!",1,test,"{
  ""text"": ""Truth Teller You Never,Ever Give Radical Muslims a Path To A Nuclear Weapon!!! Odickama was a Traitor not just to America But To The Entire Free World!!! If you idiots think they won't use one as soon as they get it, just remember you are infidels yourselves!!! We need to turn the sand into Glass...ASAP!!"",
  ""rationales"": [
    ""Radical Muslims"",
    ""Odickama"",
    ""America"",
    ""Free World"",
    ""infidels""
  ],
  ""derogatory_language"": [
    ""idiots"",
    ""infidels""
  ],
  ""cuss_words"": [
    ""Odickama""
  ]
}"
4277,Can I trade in my white privilege for the privilege Don lemon has. I like his better.,0,test,"{
  ""text"": ""Can I trade in my white privilege for the privilege Don lemon has. I like his better."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4278,Congrats to US women team. Reason why men get more money is revenues is far greater then women can ever match. Men WC revenue was like 50-60 times more then women WC. However US women should get extra bonus for winning WC.,0,test,"{
  ""text"": ""Congrats to US women team. Reason why men get more money is revenues is far greater then women can ever match. Men WC revenue was like 50-60 times more then women WC. However US women should get extra bonus for winning WC."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4279,Stop sending Messico aid money. Stop selling Messico anything made or grown in the US. Then Build The Wall and ignore them. With any luck they'll have a revolution and kill most of their population off!,1,test,"{
  ""text"": ""Stop sending Messico aid money. Stop selling Messico anything made or grown in the US. Then Build The Wall and ignore them. With any luck they'll have a revolution and kill most of their population off!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Messico""
  ],
  ""cuss_words"": []
}"
4280,He's a Jamaican. My mum and dad are Jamaican. I'm no Beyoncé but thanks to God and my folks I'm alright for mid fifties. Sean Paul will always be fly,0,test,"{
  ""text"": ""He's a Jamaican. My mum and dad are Jamaican. I'm no Beyoncé but thanks to God and my folks I'm alright for mid fifties. Sean Paul will always be fly"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4281,Africa is looking at you god protect you from evil white mens and women's boys and girls my name is Africa youth from Gambia west Africa,0,test,"{
  ""text"": ""Africa is looking at you god protect you from evil white mens and women's boys and girls my name is Africa youth from Gambia west Africa"",
  ""rationales"": [
    ""evil white mens"",
    ""women's boys and girls""
  ],
  ""derogatory_language"": [
    ""white""
  ],
  ""cuss_words"": []
}"
4282,"the performance quality of indian cricket team has really gone down in this world cup the consistency , determination and the responsibilty of every team member which New zealand and England teams had indian team lacked it, indian team had only on 2 to 3 members on which the whole team was dependent",0,test,"{
  ""text"": ""the performance quality of indian cricket team has really gone down in this world cup the consistency , determination and the responsibilty of every team member which New zealand and England teams had indian team lacked it, indian team had only on 2 to 3 members on which the whole team was dependent"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4283,Who is from pakistan,0,test,"{
  ""text"": ""Who is from pakistan"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4284,"All of the intersectionality olympics are bullshit, and you're shit for playing them too. Why do they need to make sure they check off as many of the ""oppressed minority"" boxes they can when deciding who to put on a bill? Just to please some shrieking harpies, and you shrieking about which boxes did or didn't get checked is just as bad.",0,test,"{
  ""text"": ""All of the intersectionality olympics are bullshit, and you're shit for playing them too. Why do they need to make sure they check off as many of the \""oppressed minority\"" boxes they can when deciding who to put on a bill? Just to please some shrieking harpies, and you shrieking about which boxes did or didn't get checked is just as bad."",
  ""rationales"": [
    ""oppressed minority"",
    ""shrieking harpies""
  ],
  ""derogatory_language"": [
    ""shit"",
    ""shrieking harpies""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
4285,They are victims and need help as they are just weak helpless women who hate America and the U.S. Constitution.,0,test,"{
  ""text"": ""They are victims and need help as they are just weak helpless women who hate America and the U.S. Constitution."",
  ""rationales"": [
    ""weak helpless women""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4286,"you prove churches have all the nut cases Christians Muslims does not matter , YOU PROVE ALL THE PSYCHOPATH AND LIARS ARE AT POLICE STATIONS AND GOVERNMENT BUILDINGS",0,test,"{
  ""text"": ""you prove churches have all the nut cases Christians Muslims does not matter , YOU PROVE ALL THE PSYCHOPATH AND LIARS ARE AT POLICE STATIONS AND GOVERNMENT BUILDINGS"",
  ""rationales"": [
    ""churches"",
    ""Christians"",
    ""Muslims"",
    ""police stations"",
    ""government buildings""
  ],
  ""derogatory_language"": [
    ""nut cases"",
    ""psychopath"",
    ""liars""
  ],
  ""cuss_words"": []
}"
4287,Its Sunday! Round these vermin up and deport them to the Middle of the Atlantic ocean. That way they won't be back.,1,test,"{
  ""text"": ""Its Sunday! Round these vermin up and deport them to the Middle of the Atlantic ocean. That way they won't be back."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""vermin""
  ],
  ""cuss_words"": []
}"
4288,"Men and their ""relationships.""  Bye Acosta! Moving forward, victims should not have to choose between justice and restitution.",0,test,"{
  ""text"": ""Men and their \""relationships.\""  Bye Acosta! Moving forward, victims should not have to choose between justice and restitution."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4289,Deport the rag heads like Omahr and her people that are only in our country to destroy it ..we need to look at there background whether they were born here or not..radical is radical.,0,test,"{
  ""text"": ""Deport the rag heads like Omahr and her people that are only in our country to destroy it ..we need to look at there background whether they were born here or not..radical is radical."",
  ""rationales"": [
    ""Omahr and her people""
  ],
  ""derogatory_language"": [
    ""rag heads""
  ],
  ""cuss_words"": []
}"
4290,What a fail. Too much TOXIC FEMINISM! Arnold's masculinity is what made Terminator famous.,0,test,"{
  ""text"": ""What a fail. Too much TOXIC FEMINISM! Arnold's masculinity is what made Terminator famous."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""TOXIC""
  ]
}"
4291,She is a nutcase,0,test,"{
  ""text"": ""She is a nutcase"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nutcase""
  ]
}"
4292,Shan and obtaining those infants by cutting them out of pregnant mothers. Then laughing while tossing them back and forth. They looked at non-Japanese as sub-humans.,1,test,"{
  ""text"": ""Shan and obtaining those infants by cutting them out of pregnant mothers. Then laughing while tossing them back and forth. They looked at non-Japanese as sub-humans."",
  ""rationales"": [
    ""infants"",
    ""pregnant mothers"",
    ""non-Japanese""
  ],
  ""derogatory_language"": [
    ""sub-humans""
  ],
  ""cuss_words"": []
}"
4293,"I'm Asian, I respect the loud eating!",0,test,"{
  ""text"": ""I'm Asian, I respect the loud eating!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4294,Johnny is just acting like a stupid white male who thinks everything obeys him.,1,test,"{
  ""text"": ""Johnny is just acting like a stupid white male who thinks everything obeys him."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""stupid"",
    ""white male""
  ],
  ""cuss_words"": []
}"
4295,ri3it483qthirf Right. Im a white lady and that was epic 😂,0,test,"{
  ""text"": ""ri3it483qthirf Right. Im a white lady and that was epic 😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4296,No i wanna fuck you cause yo pussy fat fuck yo platform,0,test,"{
  ""text"": ""No i wanna fuck you cause yo pussy fat fuck yo platform"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""pussy""
  ]
}"
4297,"+AK 74 what i am arguing about is that people who are against homosexuality can have a case, and people who are not against it, can have their own case. If there is no Objective morality, then people cannot push their own subjective morals into others. Just like what society is doing right now with homosexuality, incest, abortion and etc.. there are some sets of morals people have in common, which we should be following. But when issues like LGBTQ comes in place and there is a big divide, the one side cant push their subjective ones into the other.",0,test,"{
  ""text"": ""+AK 74 what i am arguing about is that people who are against homosexuality can have a case, and people who are not against it, can have their own case. If there is no Objective morality, then people cannot push their own subjective morals into others. Just like what society is doing right now with homosexuality, incest, abortion and etc.. there are some sets of morals people have in common, which we should be following. But when issues like LGBTQ comes in place and there is a big divide, the one side cant push their subjective ones into the other."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4298,@Trump 4 Prison 2020Hurry up and get out of your mommy's basement and get your Mexican flag you are missing your antifa meeting.,0,test,"{
  ""text"": ""@Trump 4 Prison 2020Hurry up and get out of your mommy's basement and get your Mexican flag you are missing your antifa meeting."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4299,This stupid Asian fuck just asked why Kobe gets to decide who is a real man. If Kobe called him soft he'd probably brag about it to his grand kids.,0,test,"{
  ""text"": ""This stupid Asian fuck just asked why Kobe gets to decide who is a real man. If Kobe called him soft he'd probably brag about it to his grand kids."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""stupid"",
    ""Asian"",
    ""fuck""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
4300,after 5 years INDIA should be one of the great beautiful and powerful country in the world...,0,test,"{
  ""text"": ""after 5 years INDIA should be one of the great beautiful and powerful country in the world..."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [],
}"
4301,"Ugly ass girl, bruh lookin like a giraffe penis",1,test,"{
  ""text"": ""Ugly ass girl, bruh lookin like a giraffe penis"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ugly"",
    ""ass"",
    ""girl"",
    ""bruh"",
    ""giraffe"",
    ""penis""
  ],
  ""cuss_words"": []
}"
4302,Shut the f*%k up with the religious crap. Nauseating,0,test,"{
  ""text"": ""Shut the f*%k up with the religious crap. Nauseating"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""f*%k""
  ]
}"
4303,"Look at the poverty in the US, look how people suffer there. Nothing of that was mentioned nor in Russia. Nothing was mentioned of the Saudi's slave labour. Yet they mention Kim Jong Un. They have all made people suffer in way way or another. They are all a bunch of selfish, self seeking, power hungry, controlling & emotionally very sick human beings.",0,test,"{
  ""text"": ""Look at the poverty in the US, look how people suffer there. Nothing of that was mentioned nor in Russia. Nothing was mentioned of the Saudi's slave labour. Yet they mention Kim Jong Un. They have all made people suffer in way way or another. They are all a bunch of selfish, self seeking, power hungry, controlling & emotionally very sick human beings."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sick""
  ]
}"
4304,Trump needs to deport these maggots,1,test,"{
  ""text"": ""Trump needs to deport these maggots"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""maggots""
  ]
}"
4305,"Bring it! I guarantee they will be chaos and destruction on the street and alot of killing! One thing is being a criminal , white black brown. Another thing is being an immigrant! Cant wait to see all those Americans talking working in the fields and working in the fast foods and hotels our gardeners or babysitters! Immigrants pay taxes too! This will start a war!!! America is nothing without these hard working people! (Not talking about criminals those can rot in prison!😡🤬",0,test,"{
  ""text"": ""Bring it! I guarantee they will be chaos and destruction on the street and alot of killing! One thing is being a criminal , white black brown. Another thing is being an immigrant! Cant wait to see all those Americans talking working in the fields and working in the fast foods and hotels our gardeners or babysitters! Immigrants pay taxes too! This will start a war!!! America is nothing without these hard working people! (Not talking about criminals those can rot in prison!😡🤬"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""rot"",
    ""prison""
  ]
}"
4306,"anti zion, okay then you islamic pig, now try fighting the combined forces of the US, UK, and any other nation that would join the battle.",1,test,"{
  ""text"": ""anti zion, okay then you islamic pig, now try fighting the combined forces of the US, UK, and any other nation that would join the battle."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""islamic pig""
  ],
  ""cuss_words"": []
}"
4307,This cunt speak for Black people🤨 and BTW Trump gonna win period!!!,1,test,"{
  ""text"": ""This cunt speak for Black people🤨 and BTW Trump gonna win period!!!"",
  ""rationales"": [
    ""Black people""
  ],
  ""derogatory_language"": [
    ""cunt""
  ],
  ""cuss_words"": [
    ""cunt""
  ]
}"
4308,only 2 genders . these people are morons .,1,test,"{
  ""text"": ""only 2 genders . these people are morons ."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""morons""
  ],
  ""cuss_words"": []
}"
4309,"all this proves is that atheists can be real scummy people and super good liars which is exactly what one might expect from an atheist who has no morals or purpose in life because their bags of meat for whatever reason. yay good job for proving another ""stereotype"" about atheists to be true. they lie, and their good at it, and their sociopaths. he literally had the same emotion or lack there of through the entire video even when he was exposed he was just consistently the same and thats pretty cringe.",1,test,"{
  ""text"": ""all this proves is that atheists can be real scummy people and super good liars which is exactly what one might expect from an atheist who has no morals or purpose in life because their bags of meat for whatever reason. yay good job for proving another \""stereotype\"" about atheists to be true. they lie, and their good at it, and their sociopaths. he literally had the same emotion or lack there of through the entire video even when he was exposed he was just consistently the same and thats pretty cringe."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""scummy"",
    ""bags of meat"",
    ""stereotype"",
    ""lie"",
    ""good at it"",
    ""sociopaths"",
    ""cringe""
  ],
  ""cuss_words"": []
}"
4310,"I wonder if Sarah will ever, ever be able to leave America when this madness is over? She'll be a target all around the world for protests and angry insults, given her unapologetic complicity in so many wicked, unchristian things...",0,test,"{
  ""text"": ""I wonder if Sarah will ever, ever be able to leave America when this madness is over? She'll be a target all around the world for protests and angry insults, given her unapologetic complicity in so many wicked, unchristian things..."",
  ""rationales"": [
    ""Sarah""
  ],
  ""derogatory_language"": [
    ""wicked"",
    ""unchristian""
  ],
  ""cuss_words"": []
}"
4311,2:59 when your crush reveals to be transgender,0,test,"{
  ""text"": ""2:59 when your crush reveals to be transgender"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4312,@Halo Ba Thats why when George Washington sailed his boats for trade they were attacked without caution and told that you either give us money or you fight. The quiran tells you to remove the head of all christians and anyone who opposes your religion so what do you say about that?,0,test,"{
  ""text"": ""@Halo Ba Thats why when George Washington sailed his boats for trade they were attacked without caution and told that you either give us money or you fight. The quiran tells you to remove the head of all christians and anyone who opposes your religion so what do you say about that?"",
  ""rationales"": [
    ""George Washington"",
    ""boats for trade"",
    ""attacked without caution"",
    ""quiran"",
    ""remove the head of all christians"",
    ""opposes your religion""
  ],
  ""derogatory_language"": [
    ""quiran"",
    ""christians""
  ],
  ""cuss_words"": []
}"
4313,Finally!! The immigrants can't pick what country they want to seek asslyum. Enough is enough. We can't take the entire world. Canada is applying that rule.,0,test,"{
  ""text"": ""Finally!! The immigrants can't pick what country they want to seek asslyum. Enough is enough. We can't take the entire world. Canada is applying that rule."",
  ""rationales"": [
    ""immigrants""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4314,Funny how people made a big deal about the little mermaid being black but no one had a problem with mj being black.,0,test,"{
  ""text"": ""Funny how people made a big deal about the little mermaid being black but no one had a problem with mj being black."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4315,WOE to EUROPE which REJECTED GOD AND BIBLE and RESULTS IN THE CURSE ALSO CANCER OF MUSLIM REFUGEES WHO ARE INVADER AND FREELOADERS and BARBARIC SHARIA fellows,1,test,"{
  ""text"": ""WOE to EUROPE which REJECTED GOD AND BIBLE and RESULTS IN THE CURSE ALSO CANCER OF MUSLIM REFUGEES WHO ARE INVADER AND FREELOADERS and BARBARIC SHARIA fellows"",
  ""rationales"": [
    ""EUROPE"",
    ""MUSLIM REFUGEES""
  ],
  ""derogatory_language"": [
    ""MUSLIM"",
    ""INVADER"",
    ""FREELOADERS"",
    ""BARBARIC""
  ],
  ""cuss_words"": []
}"
4316,"Please throw these 3 illegal alien terrorists big mouth ""women"" (and I use the term loosely) OUT OF OUR UNITED STATES OF AMERICA! NOW! How did they sneak past the wall?",1,test,"{
  ""text"": ""Please throw these 3 illegal alien terrorists big mouth \""women\"" (and I use the term loosely) OUT OF OUR UNITED STATES OF AMERICA! NOW! How did they sneak past the wall?"",
  ""rationales"": [
    ""illegal alien terrorists"",
    ""big mouth \""women\"""",
    ""sneak past the wall""
  ],
  ""derogatory_language"": [
    ""illegal alien"",
    ""terrorists"",
    ""big mouth"",
    ""women""
  ],
  ""cuss_words"": []
}"
4317,Good. Now we're even. Time to leave the Middle East.,0,test,"{
  ""text"": ""Good. Now we're even. Time to leave the Middle East."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4318,Americans need to pay these refugees $3874 a month in Federal Assistance. note: The average Social Security check is $1200 a month. Europe is paying for all the Muslim migrants so we should pay for ours. The American people need to pay for all of this to make it right.,0,test,"{
  ""text"": ""Americans need to pay these refugees $3874 a month in Federal Assistance. note: The average Social Security check is $1200 a month. Europe is paying for all the Muslim migrants so we should pay for ours. The American people need to pay for all of this to make it right."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""refugees"",
    ""Muslim migrants""
  ],
  ""cuss_words"": []
}"
4319,Typical white male SCUM,0,test,"{
  ""text"": ""Typical white male SCUM"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white male""
  ],
  ""cuss_words"": [
    ""SCUM""
  ]
}"
4320,This movie was filled with garbage Zionist propaganda.,1,test,"{
  ""text"": ""This movie was filled with garbage Zionist propaganda."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Zionist""
  ],
  ""cuss_words"": []
}"
4321,HAS TRUMP SEEING THIS. LET ME GUESS ITS A WHITE PERSON... DIDN'T TRUMP SAY MEXICAN PEOPLE ARE A HARM TO THE USA???? WELL APPARENTLY YOUR OWN PEOPLE IS YOUR ENEMY TRUMP!!!!!! IT WAS A WHITE PERSON WHO DID THIS,0,test,"{
  ""text"": ""HAS TRUMP SEEING THIS. LET ME GUESS ITS A WHITE PERSON... DIDN'T TRUMP SAY MEXICAN PEOPLE ARE A HARM TO THE USA???? WELL APPARENTLY YOUR OWN PEOPLE IS YOUR ENEMY TRUMP!!!!!! IT WAS A WHITE PERSON WHO DID THIS"",
  ""rationales"": [
    ""Trump"",
    ""white person"",
    ""Mexican people""
  ],
  ""derogatory_language"": [
    ""white person"",
    ""Mexican people""
  ],
  ""cuss_words"": []
}"
4322,they steal americans social security numbers in order to get jobs here. you wont hear the fake news talk about that or the fact they bring diseases like TB,1,test,"{
  ""text"": ""they steal americans social security numbers in order to get jobs here. you wont hear the fake news talk about that or the fact they bring diseases like TB"",
  ""rationales"": [
    ""americans"",
    ""social security numbers"",
    ""jobs"",
    ""fake news"",
    ""diseases"",
    ""TB""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4323,It would be nice if Germany would stop stealing from Jews like from my family and 5 other Austrian Jews who owned property in East Germany. What a hypocrite!,0,test,"{
  ""text"": ""It would be nice if Germany would stop stealing from Jews like from my family and 5 other Austrian Jews who owned property in East Germany. What a hypocrite!"",
  ""rationales"": [
    ""Germany"",
    ""Jews"",
    ""my family"",
    ""Austrian Jews"",
    ""East Germany""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4324,"Well I'm an Australian and to see my fellow county women shot in cold blooded murder sickens and angers me to the bottom of my heart. I'm a mother with a son and if you cannot bring up a decent human being as Justine lived her life and represented the best of Australians. Then your a failure as a parent.  And instead of looking for excuses in skin colour, look at what you teach your kids where they would even think of killing a white unarmed women. RIP Justine, Australia remembers you.",0,test,"{
  ""text"": ""Well I'm an Australian and to see my fellow county women shot in cold blooded murder sickens and angers me to the bottom of my heart. I'm a mother with a son and if you cannot bring up a decent human being as Justine lived her life and represented the best of Australians. Then your a failure as a parent.  And instead of looking for excuses in skin colour, look at what you teach your kids where they would even think of killing a white unarmed women. RIP Justine, Australia remembers you."",
  ""rationales"": [
    ""skin colour""
  ],
  ""derogatory_language"": [
    ""white""
  ],
  ""cuss_words"": []
}"
4325,What a beautiful first lady America has compared to that last one who was a gorilla knuckledraggin transgender that the Democrats called a lady,1,test,"{
  ""text"": ""What a beautiful first lady America has compared to that last one who was a gorilla knuckledraggin transgender that the Democrats called a lady"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""gorilla"",
    ""knuckledraggin"",
    ""transgender""
  ],
  ""cuss_words"": []
}"
4326,Respect for Sikh warriors,0,test,"{
  ""text"": ""Respect for Sikh warriors"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4327,Come on man Mexico's the most corrupted country you guys took all the guns from your citizens so that your government in the cartels can do whatever the f*** you want and your people don't have a way to fight back the only thing they can do is move illegally at that two other people's countries because your country is such a f****** broken piece of s*** you should be ashamed of yourselves how many of your own people you guys have murdered and slaughtered f****** pathetic,1,test,"{
  ""text"": ""Come on man Mexico's the most corrupted country you guys took all the guns from your citizens so that your government in the cartels can do whatever the f*** you want and your people don't have a way to fight back the only thing they can do is move illegally at that two other people's countries because your country is such a f****** broken piece of s*** you should be ashamed of yourselves how many of your own people you guys have murdered and slaughtered f****** pathetic"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""f***"",
    ""s***"",
    ""f******""
  ]
}"
4328,It's just stupid kid or a pussy who talks shit behind a keyboard.! Bet yall pussies wouldn't tell that to them in person. Karma's a bitch keep making fun and karma will get your stupid pussies ass and I'll tell that to your pussy ass face!,1,test,"{
  ""text"": ""It's just stupid kid or a pussy who talks shit behind a keyboard.! Bet yall pussies wouldn't tell that to them in person. Karma's a bitch keep making fun and karma will get your stupid pussies ass and I'll tell that to your pussy ass face!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""stupid"",
    ""pussy"",
    ""shit"",
    ""ass""
  ]
}"
4329,"MSNBC logic....the longer hours widened the gender pay gap, thus men are greedy because they are the ones working more. If we pay women more without them working longer hours, we can add trillions to the economy by closing the gender pay gap. Seriously makes me question free speech; it should be illegal to broadcast this level of stupidity.",0,test,"{
  ""text"": ""MSNBC logic....the longer hours widened the gender pay gap, thus men are greedy because they are the ones working more. If we pay women more without them working longer hours, we can add trillions to the economy by closing the gender pay gap. Seriously makes me question free speech; it should be illegal to broadcast this level of stupidity."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""stupidity""
  ]
}"
4330,"I cant stand that ""girl"" with the dyed hair ,selfish attention seeking cunt",1,test,"{
  ""text"": ""I cant stand that \""girl\"" with the dyed hair ,selfish attention seeking cunt"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""girl"",
    ""dyed hair"",
    ""selfish"",
    ""attention seeking"",
    ""cunt""
  ],
  ""cuss_words"": [
    ""cunt""
  ]
}"
4331,This is what happens when you give blacks total control over a white level civilization.,1,test,"{
  ""text"": ""This is what happens when you give blacks total control over a white level civilization."",
  ""rationales"": [
    ""blacks"",
    ""white level civilization""
  ],
  ""derogatory_language"": [
    ""blacks"",
    ""white""
  ],
  ""cuss_words"": []
}"
4332,"Her answer was great, but White privilege goes further than that. Examples; housing, employment, credit, red lining, profiling, just a few.",0,test,"{
  ""text"": ""Her answer was great, but White privilege goes further than that. Examples; housing, employment, credit, red lining, profiling, just a few."",
  ""rationales"": [
    ""White privilege""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4333,"Itzik Ashemtov YES, lets send them back to there shithole",0,test,"{
  ""text"": ""Itzik Ashemtov YES, lets send them back to there shithole"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""shithole""
  ]
}"
4334,They can't make Ariel white but they can keep Mulan Asian. Wow.,0,test,"{
  ""text"": ""They can't make Ariel white but they can keep Mulan Asian. Wow."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
4335,"I like Ulysses S. Grant grant for giving black people a good worthwhile life. And now today without slavery, we are lost souls that waste our lives, cause most of the murders in the USA, and jam up the entire prison system with our hateful worthless black asses.",1,test,"{
  ""text"": ""I like Ulysses S. Grant grant for giving black people a good worthwhile life. And now today without slavery, we are lost souls that waste our lives, cause most of the murders in the USA, and jam up the entire prison system with our hateful worthless black asses."",
  ""rationales"": [
    ""Ulysses S. Grant"",
    ""black people""
  ],
  ""derogatory_language"": [
    ""lost souls"",
    ""waste our lives"",
    ""murders"",
    ""hateful"",
    ""worthless"",
    ""black asses""
  ],
  ""cuss_words"": []
}"
