text,label,exp_split,ChatGPT Response
"Diana's statement is actually very empowering, women should speak up, and don't just shrug it of. Remember them saying they thought they were just overreacting that is why they just kept quiet the whole time about the issue and one girl said ""I'm too scared"" +++ #PBB8BadJoke",0,test,"{
  ""text"": ""Diana's statement is actually very empowering, women should speak up, and don't just shrug it of. Remember them saying they thought they were just overreacting that is why they just kept quiet the whole time about the issue and one girl said \""I'm too scared\"" +++ #PBB8BadJoke"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
god made the niggers he made them in the night he made them in a hurry and forgot to paint them white,1,test,"{
  ""text"": ""god made the niggers he made them in the night he made them in a hurry and forgot to paint them white"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggers""
  ],
  ""cuss_words"": []
}"
Y'all keep sucking and fuckin these cucumbers and y'all vagina gonna sprout the joint from lil shop of horrors URL,0,test,"{
  ""text"": ""Y'all keep sucking and fuckin these cucumbers and y'all vagina gonna sprout the joint from lil shop of horrors URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sucking"",
    ""fuckin""
  ]
}"
@MrAndyNgo @lissasno1fan @itsericathomas I'm glad he had the courage to go back and confront her....People are tired of the race BS....,0,test,"{
  ""text"": ""@MrAndyNgo @lissasno1fan @itsericathomas I'm glad he had the courage to go back and confront her....People are tired of the race BS...."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i'm obsessed with the women on euphoria URL,0,test,"{
  ""text"": ""i'm obsessed with the women on euphoria URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
If you can't make me cum in less than 5 minutes your pussy dumb trash,0,test,"{
  ""text"": ""If you can't make me cum in less than 5 minutes your pussy dumb trash"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cum"",
    ""pussy"",
    ""dumb"",
    ""trash""
  ]
}"
"""In the land of the free where the blacks enslaved. '3/5 of a man' I believes the phrase""",0,test,"{
  ""text"": ""In the land of the free where the blacks enslaved. '3/5 of a man' I believes the phrase"",
  ""rationales"": [
    ""blacks enslaved""
  ],
  ""derogatory_language"": [
    ""blacks""
  ],
  ""cuss_words"": []
}"
girls getting uncomfortable when their bfs stare at me is so funny like bitch i wanna eat YOUR pussy,0,test,"{
  ""text"": ""girls getting uncomfortable when their bfs stare at me is so funny like bitch i wanna eat YOUR pussy"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch""
  ],
  ""cuss_words"": [
    ""pussy""
  ]
}"
<user> typical ghetto garbage,0,test,"{
  ""text"": ""<user> typical ghetto garbage"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ghetto""
  ],
  ""cuss_words"": []
}"
This long haired whore was there looking for a cock & found one. That cock did not make any conversation at all. Just lower the pants and bare fuck. The cock knew the way the whores love it. Just fuck hard to shoot in! URL,0,test,"{
  ""text"": ""This long haired whore was there looking for a cock & found one. That cock did not make any conversation at all. Just lower the pants and bare fuck. The cock knew the way the whores love it. Just fuck hard to shoot in! URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""whore"",
    ""cock"",
    ""whores""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
I seriously would not change being West Indian. We have the MOST vibes.,0,test,"{
  ""text"": ""I seriously would not change being West Indian. We have the MOST vibes."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@The_Patriot_V @RealCandaceO Why illegal aliens? You morons do a pretty good job of killing each other. #buildthatfuckingwall,1,test,"{
  ""text"": ""@The_Patriot_V @RealCandaceO Why illegal aliens? You morons do a pretty good job of killing each other. #buildthatfuckingwall"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""morons""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
Remember this loser? Now @timmyboyexposed makes himselfs a bananasplit 😂 So funny! Even paid me to post this #fag #humiliated #exposed #fag #bananasplit #alpha #findom #cashmaster URL,1,test,"{
  ""text"": ""Remember this loser? Now @timmyboyexposed makes himselfs a bananasplit 😂 So funny! Even paid me to post this #fag #humiliated #exposed #fag #bananasplit #alpha #findom #cashmaster URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fag""
  ]
}"
@CNN Israel is unjust and one stops it by itself. It kills innocent people and practices terrorism in all its forms against the Palestinians,0,test,"{
  ""text"": ""@CNN Israel is unjust and one stops it by itself. It kills innocent people and practices terrorism in all its forms against the Palestinians"",
  ""rationales"": [
    ""Israel is unjust"",
    ""kills innocent people"",
    ""practices terrorism against the Palestinians""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Pls retweet and help our children to bring medicine in india @919898304782 URL,0,test,"{
  ""text"": ""Pls retweet and help our children to bring medicine in india @919898304782 URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
bunch of bitches,0,test,"{
  ""text"": ""bunch of bitches"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitches""
  ]
}"
Eid mubarak to my ommfs and everyone who's celebrating.. 💜 may God accept our prayers and fast. Im sorry busy with family today bc it's muslims chrismas festival. 😍🥳,0,test,"{
  ""text"": ""Eid mubarak to my ommfs and everyone who's celebrating.. 💜 may God accept our prayers and fast. Im sorry busy with family today bc it's muslims chrismas festival. 😍🥳"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@TarekFatah Historic day for modern India when pseudo secularism has finally defeated and 30 July will be remembered for the Social Revolution. It's day of liberation for Muslim women .,0,test,"{
  ""text"": ""@TarekFatah Historic day for modern India when pseudo secularism has finally defeated and 30 July will be remembered for the Social Revolution. It's day of liberation for Muslim women."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
bitch get off my shit fag i am a dom bitch not a fag,1,test,"{
  ""text"": ""bitch get off my shit fag i am a dom bitch not a fag"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch"",
    ""fag""
  ]
}"
If white people had the same compassion and empathy they have for animals for black people the world would be a better place URL,0,test,"{
  ""text"": ""If white people had the same compassion and empathy they have for animals for black people the world would be a better place URL"",
  ""rationales"": [
    ""white people"",
    ""black people""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
get out of my face faggot,1,test,"{
  ""text"": ""get out of my face faggot"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""faggot""
  ]
}"
<user> chinaman satanist lee hsien loong criminals just had audible chatter in <number> wellington circle cavinder bull visited <number> marsiling lane singapore some time back showing family photos and giving false information,1,test,"{
  ""text"": ""<user> chinaman satanist lee hsien loong criminals just had audible chatter in <number> wellington circle cavinder bull visited <number> marsiling lane singapore some time back showing family photos and giving false information"",
  ""rationales"": [
    ""lee hsien loong criminals"",
    ""cavinder bull"",
    ""marsiling lane singapore""
  ],
  ""derogatory_language"": [
    ""chinaman"",
    ""satanist""
  ],
  ""cuss_words"": []
}"
Niggas will try to play anything off I swear lmaoo URL,0,test,"{
  ""text"": ""Niggas will try to play anything off I swear lmaoo URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Niggas""
  ],
  ""cuss_words"": []
}"
Immigration Law Show by Shah Peerally #Immigration #USA URL,0,test,"{
  ""text"": ""Immigration Law Show by Shah Peerally #Immigration #USA URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Western civilization is collapsing because 'we've collectively killed God. We're left with nothing authentic to believe in.' · Caldron Pool URL,0,test,"{
  ""text"": ""Western civilization is collapsing because 'we've collectively killed God. We're left with nothing authentic to believe in.' · Caldron Pool URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> white man are the true illegal immigrants,1,test,"{
  ""text"": ""<user> white man are the true illegal immigrants"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white man""
  ],
  ""cuss_words"": []
}"
Referencing to my personal beliefs I strongly believe every man that gets a vasectomy done should be charged with murder and do jail time because honestly he basically just killed all his future children he could have had :/,0,test,"{
  ""text"": ""Referencing to my personal beliefs I strongly believe every man that gets a vasectomy done should be charged with murder and do jail time because honestly he basically just killed all his future children he could have had :/"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
filthy ass bitch,1,test,"{
  ""text"": ""filthy ass bitch"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ass"",
    ""bitch""
  ]
}"
"Respectfully, mental health issues and white supremacist ideologies can co-exist. Acknowledging this does not have to stigmatize the former nor dilute a critique of the latter.",0,test,"{
  ""text"": ""Respectfully, mental health issues and white supremacist ideologies can co-exist. Acknowledging this does not have to stigmatize the former nor dilute a critique of the latter."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Please support these orgs that are trying to help disabled migrants in the concentration camps. #DisabilityJustice #CloseTheCampsNow URL,0,test,"{
  ""text"": ""Please support these orgs that are trying to help disabled migrants in the concentration camps. #DisabilityJustice #CloseTheCampsNow URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
is it bad that when a woman curve me i assum she a lesbian or a retard,1,test,"{
  ""text"": ""is it bad that when a woman curve me i assum she a lesbian or a retard"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""lesbian"",
    ""retard""
  ],
  ""cuss_words"": []
}"
You are spreading fake propoganda against the Indian forces.  This is Baloch where coward Pakistani forces targeting baloch people.  Don't spread fake videos URL,0,test,"{
  ""text"": ""You are spreading fake propoganda against the Indian forces. This is Baloch where coward Pakistani forces targeting baloch people. Don't spread fake videos URL"",
  ""rationales"": [
    ""Indian forces"",
    ""Pakistani forces"",
    ""baloch people""
  ],
  ""derogatory_language"": [
    ""coward""
  ],
  ""cuss_words"": []
}"
<user> <user> maybe sturgeon will offer her a room at her house along with the syrians refugees,0,test,"{
  ""text"": ""<user> <user> maybe sturgeon will offer her a room at her house along with the syrians refugees"",
  ""rationales"": [
    ""sturgeon"",
    ""syrians refugees""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Niggers are ruining this country,1,test,"{
  ""text"": ""Niggers are ruining this country"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Niggers""
  ],
  ""cuss_words"": []
}"
"Built for eternity - ""You adulterous people! Don't you know that friendship with the world is hostility toward God? So whoever wants to be the friend of the world becomes the enemy of God."" James 4:4 #NotOfThisWorld",0,test,"{
  ""text"": ""You adulterous people! Don't you know that friendship with the world is hostility toward God? So whoever wants to be the friend of the world becomes the enemy of God. James 4:4 #NotOfThisWorld"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Jews are not responsible for mass shootings, White supremacy, radical Islam, poor gun control, lack of healthcare, saneism, or conspiracy theorists. Move along.",0,test,"{
  ""text"": ""Jews are not responsible for mass shootings, White supremacy, radical Islam, poor gun control, lack of healthcare, saneism, or conspiracy theorists. Move along."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Asian American sex workers on the frontlines of xenophobia, sexism, racism. This powerful dominatrix is one of our community heroes. URL",0,test,"{
  ""text"": ""Asian American sex workers on the frontlines of xenophobia, sexism, racism. This powerful dominatrix is one of our community heroes. URL"",
  ""rationales"": [
    ""Asian American sex workers"",
    ""xenophobia"",
    ""sexism"",
    ""racism"",
    ""community heroes""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"This hoe dumb enough to tag her , please arrest this hoe fuck y'all can shoot her if y'all want 🤷🏿‍♂️",1,test,"{
  ""text"": ""This hoe dumb enough to tag her , please arrest this hoe fuck y'all can shoot her if y'all want 🤷🏿‍♂️"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""hoe""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
Eid Mubarak To Those Celebrating Today and Tomorrow💖💖💖,0,test,"{
  ""text"": ""Eid Mubarak To Those Celebrating Today and Tomorrow💖💖💖"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> bitch i hate your ass suddenly,0,test,"{
  ""text"": ""<user> bitch i hate your ass suddenly"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch""
  ]
}"
"@cerothstein I'm a woman and I hold doors for people, I help them with their luggage on an airplane if needed and I let moms with littles go ahead of me in the grocery store. We need MORE civility from all people to all people regardless of race or gender. Can't you just be a good person?!",0,test,"{
  ""text"": ""@cerothstein I'm a woman and I hold doors for people, I help them with their luggage on an airplane if needed and I let moms with littles go ahead of me in the grocery store. We need MORE civility from all people to all people regardless of race or gender. Can't you just be a good person?!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@redheadedgirl so this is what regular white people do when they can't scam like Lori Loughlin or Huffman,0,test,"{
  ""text"": ""@redheadedgirl so this is what regular white people do when they can't scam like Lori Loughlin or Huffman"",
  ""rationales"": [
    ""regular white people"",
    ""Lori Loughlin"",
    ""Huffman""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
You females are really out here raping 12 yr old boys and giving them Herpes. Smh. Tragic. You women are really trash. Disgusting. URL,1,test,"{
  ""text"": ""You females are really out here raping 12 yr old boys and giving them Herpes. Smh. Tragic. You women are really trash. Disgusting. URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""females"",
    ""women"",
    ""trash"",
    ""disgusting""
  ],
  ""cuss_words"": []
}"
"I hate when I get mad and niggas say ""here we go"" bc then I laugh and I can't be mad at your dumbass no more 🤣😭",0,test,"{
  ""text"": ""I hate when I get mad and niggas say \""here we go\"" bc then I laugh and I can't be mad at your dumbass no more 🤣😭"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""dumbass""
  ],
  ""cuss_words"": []
}"
White skin girls is beautiful. Every type of skin girls is beautiful.  🙌🙌🙌 URL,0,test,"{
  ""text"": ""White skin girls is beautiful. Every type of skin girls is beautiful.  🙌🙌🙌 URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Lick my asshole and pussy please! Use my buttplug then finger fuck me! Two guys and the Queen in a room...what do you think is guna happen? This was just the beginning😛 Subscribe to my #OnlyFans to see the whole video and all my HOT n SEXY content 🥰 URL URL,0,test,"{
  ""text"": ""Lick my asshole and pussy please! Use my buttplug then finger fuck me! Two guys and the Queen in a room...what do you think is guna happen? This was just the beginning😛 Subscribe to my #OnlyFans to see the whole video and all my HOT n SEXY content 🥰 URL URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""asshole"",
    ""pussy"",
    ""buttplug"",
    ""finger fuck"",
    ""gona"",
    ""URL""
  ]
}"
"Soon as you post or start claiming your lady, here comes some 2015 pussy on the tweet like ""Lol"" What's funny hoe?",0,test,"{
  ""text"": ""Soon as you post or start claiming your lady, here comes some 2015 pussy on the tweet like \""Lol\"" What's funny hoe?"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""pussy"",
    ""hoe""
  ],
  ""cuss_words"": []
}"
"A liberal must never express concern for Kashmiri Pandits or for Buddhists in Ladakh because Kashmiri Pandits themselves decided to leave Kashmir for greener pastures, and Buddhists are not a minority.",0,test,"{
  ""text"": ""A liberal must never express concern for Kashmiri Pandits or for Buddhists in Ladakh because Kashmiri Pandits themselves decided to leave Kashmir for greener pastures, and Buddhists are not a minority."",
  ""rationales"": [
    ""Kashmiri Pandits"",
    ""Buddhists in Ladakh""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"This is sick and disgusting , if the exhibit was abunch of male genitalia and there were naked men standing there in front of little girls the entire world would be in UPROAR , fuck your feminist bullshit URL",1,test,"{
  ""text"": ""This is sick and disgusting , if the exhibit was abunch of male genitalia and there were naked men standing there in front of little girls the entire world would be in UPROAR , fuck your feminist bullshit URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
@IMightBeWyatt @AndyDoubleYoo Confession: I truly believe my High School friends were a real anomaly. We all had sex with each other (not together). It was truly bi-sexual and never discussed until years later.,0,test,"{
  ""text"": ""@IMightBeWyatt @AndyDoubleYoo Confession: I truly believe my High School friends were a real anomaly. We all had sex with each other (not together). It was truly bi-sexual and never discussed until years later."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Omg let's find this psychotic bitch,1,test,"{
  ""text"": ""Omg let's find this psychotic bitch"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""psychotic bitch""
  ],
  ""cuss_words"": []
}"
These niggas are pathetic!,1,test,"{
  ""text"": ""These niggas are pathetic!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas""
  ],
  ""cuss_words"": [
    ""niggas""
  ]
}"
"i dislike when ugly niggas hit on me, the fucking audacity",0,test,"{
  ""text"": ""i dislike when ugly niggas hit on me, the fucking audacity"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ugly niggas""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
"Weird that the graffiti didn't say ""Negotiate with the Israelis"" URL",0,test,"{
  ""text"": ""Weird that the graffiti didn't say \""Negotiate with the Israelis\"" URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"If a nigga or bitch say they don't fuck with me it ain't cause of nun I said or done, it's prolly cause they tried some fuck shit and I ain't let it slide",1,test,"{
  ""text"": ""If a nigga or bitch say they don't fuck with me it ain't cause of nun I said or done, it's prolly cause they tried some fuck shit and I ain't let it slide"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga"",
    ""bitch""
  ],
  ""cuss_words"": [
    ""fuck"",
    ""shit""
  ]
}"
@ggiittiikkaa Yes all that happened... which is why the converted to escape caste Hindus like you. They converted to escape caste oppression. And they did.,0,test,"{
  ""text"": ""@ggiittiikkaa Yes all that happened... which is why the converted to escape caste Hindus like you. They converted to escape caste oppression. And they did."",
  ""rationales"": [
    ""caste Hindus like you"",
    ""caste oppression""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@LucasRadebe @Liam_Anders21 @LUFCbully This must be humbling Rhoo, you really are a legend and we as the country are proud of you",0,test,"{
  ""text"": ""@LucasRadebe @Liam_Anders21 @LUFCbully This must be humbling Rhoo, you really are a legend and we as the country are proud of you"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i can't waste time with whores,1,test,"{
  ""text"": ""i can't waste time with whores"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""whores""
  ],
  ""cuss_words"": []
}"
Niggas be corny,0,test,"{
  ""text"": ""Niggas be corny"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Niggas""
  ]
}"
Refugees accused of killing American couple and resettled in Australia 'posed danger to US' #auspol URL via @ABCNews,0,test,"{
  ""text"": ""Refugees accused of killing American couple and resettled in Australia 'posed danger to US' #auspol URL via @ABCNews"",
  ""rationales"": [
    ""Refugees accused of killing American couple"",
    ""posed danger to US""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
I just want this nigga to love me like he love Rihanna .,0,test,"{
  ""text"": ""I just want this nigga to love me like he love Rihanna."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nigga""
  ]
}"
"I remember when you could say Fag or faggot and never did the public ever take it as ""I hate Gay dudes""",0,test,"{
  ""text"": ""I remember when you could say Fag or faggot and never did the public ever take it as \""I hate Gay dudes\"""",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fag"",
    ""faggot""
  ]
}"
all of you nigga's are a waste of time honestly,1,test,"{
  ""text"": ""all of you nigga's are a waste of time honestly"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nigga""
  ]
}"
"As this dirty rotten hypocritical bastard Franklin Graham is scraping out the last few dollars in the collection plate at his Church this morning, He is saying that flying the gay pride flag is offensive to Christians while he supports this dirty filthy sexual predator Trump. URL",0,test,"{
  ""text"": ""As this dirty rotten hypocritical bastard Franklin Graham is scraping out the last few dollars in the collection plate at his Church this morning, He is saying that flying the gay pride flag is offensive to Christians while he supports this dirty filthy sexual predator Trump. URL"",
  ""rationales"": [
    ""Franklin Graham"",
    ""gay pride flag"",
    ""Christians"",
    ""Trump""
  ],
  ""derogatory_language"": [
    ""dirty rotten hypocritical bastard"",
    ""dirty filthy sexual predator""
  ],
  ""cuss_words"": []
}"
@TamaraINassar @BenjaminNorton Fuck off #israel,0,test,"{
  ""text"": ""@TamaraINassar @BenjaminNorton Fuck off #israel"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
<user> <user> but is not his wife an immigrant drainthedeepstate,1,test,"{
  ""text"": ""<user> <user> but is not his wife an immigrant drainthedeepstate"",
  ""rationales"": [
    ""immigrant""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""drainthedeepstate""
  ]
}"
@sanjukta Donkey ass....insulting religions will make u sick nd mental,0,test,"{
  ""text"": ""@sanjukta Donkey ass....insulting religions will make u sick nd mental"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Donkey ass""
  ]
}"
"Multi racial and multi religious, yet family is still family. You can only find this in Sabah and Sarawak especially ❤️❤️ #familyday URL",0,test,"{
  ""text"": ""Multi racial and multi religious, yet family is still family. You can only find this in Sabah and Sarawak especially ❤️❤️ #familyday URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [],
}"
Fuck that nigga that you love so bad,0,test,"{
  ""text"": ""Fuck that nigga that you love so bad"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""nigga""
  ]
}"
I got big thots lil thots I ain't fazed.,0,test,"{
  ""text"": ""I got big thots lil thots I ain't fazed."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
y'all can stop clowning on masculine women. when those joggers come off there's a whole lot of ass waiting for you.,0,test,"{
  ""text"": ""y'all can stop clowning on masculine women. when those joggers come off there's a whole lot of ass waiting for you."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
I should have left the nigga alone once I peeped the kind of bitches he dealt before me,0,test,"{
  ""text"": ""I should have left the nigga alone once I peeped the kind of bitches he dealt before me"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nigga""
  ]
}"
"Colombia grants citizenship to 24,000 children born to Venezuelan mothers URL",0,test,"{
  ""text"": ""Colombia grants citizenship to 24,000 children born to Venezuelan mothers URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Bitch fuk u,1,test,"{
  ""text"": ""Bitch fuk u"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Bitch"",
    ""fuk""
  ]
}"
Nigga said whatever it takes 😂😂,0,test,"{
  ""text"": ""Nigga said whatever it takes 😂😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Nigga""
  ]
}"
Ugly hoes really sick in the mind. Get a lil dick and become dick-matized.,1,test,"{
  ""text"": ""Ugly hoes really sick in the mind. Get a lil dick and become dick-matized."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ugly hoes""
  ],
  ""cuss_words"": [
    ""dick"",
    ""dick-matized""
  ]
}"
However she is killed by no stranger.this are internal quarrelling results#HerLifeMatters,0,test,"{
  ""text"": ""However she is killed by no stranger.this are internal quarrelling results#HerLifeMatters"",
  ""rationales"": [
    ""internal quarrelling results""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Migrant celebrates Swedish citizenship by raping woman and tells her: 'Now I can do what I want' URL,1,test,"{
  ""text"": ""Migrant celebrates Swedish citizenship by raping woman and tells her: 'Now I can do what I want' URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""raping""
  ]
}"
I don't need or want a nigga to ever think he can boss me up. that's for dumb bitches with no goals,1,test,"{
  ""text"": ""I don't need or want a nigga to ever think he can boss me up. that's for dumb bitches with no goals"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga"",
    ""bitches""
  ],
  ""cuss_words"": []
}"
"start shooting these niggas, laid eaze URL",1,test,"{
  ""text"": ""start shooting these niggas, laid eaze URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas""
  ],
  ""cuss_words"": [
    ""niggas""
  ]
}"
"Anti Muslim Hatred on Indian National TV Hindu leader Pandit Ajay Gautam covered his eyes because he doesnt want to see the face of Khalid, a Muslim News presenter.  #India #Islamophobia URL",0,test,"{
  ""text"": ""Anti Muslim Hatred on Indian National TV Hindu leader Pandit Ajay Gautam covered his eyes because he doesnt want to see the face of Khalid, a Muslim News presenter.  #India #Islamophobia URL"",
  ""rationales"": [
    ""Hindu leader Pandit Ajay Gautam covered his eyes because he doesnt want to see the face of Khalid, a Muslim News presenter""
  ],
  ""derogatory_language"": [
    ""Muslim""
  ],
  ""cuss_words"": []
}"
"NASTY, FAUX-CHRISTIAN HOLY WILTON OF WASHINGTON, ""THE QUEEN OF THE NILE"": TRUMP'S TYPE OF ""DISCOURSE HAS NO PLACE ON THE LIPS OF THOSE WHO CONFESS CHRIST OR WHO CLAIM TO BE CIVILIZED MEMBERS OF SOCIETY!"" URL URL",1,test,"{
  ""text"": ""NASTY, FAUX-CHRISTIAN HOLY WILTON OF WASHINGTON, \""THE QUEEN OF THE NILE\"": TRUMP'S TYPE OF \""DISCOURSE HAS NO PLACE ON THE LIPS OF THOSE WHO CONFESS CHRIST OR WHO CLAIM TO BE CIVILIZED MEMBERS OF SOCIETY!\"" URL URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""NASTY"",
    ""FAUX-CHRISTIAN"",
    ""HOLY"",
    ""WILTON"",
    ""TRUMP'S"",
    ""QUEEN OF THE NILE"",
    ""DISCOURSE"",
    ""CONFESS CHRIST"",
    ""CIVILIZED"",
    ""MEMBERS OF SOCIETY""
  ],
  ""cuss_words"": []
}"
What the fek is wrong with you America?  You kill each other like eating popsicles  Just wrong. You are robbing people of their lives - they have just one and you are allowing it to view exterminated  Stand up.  We will stand with you. Stop fucking killing people,0,test,"{
  ""text"": ""What the fek is wrong with you America? You kill each other like eating popsicles Just wrong. You are robbing people of their lives - they have just one and you are allowing it to view exterminated Stand up. We will stand with you. Stop fucking killing people"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fek"",
    ""fucking""
  ]
}"
"Calling someone out on their harmful behavior doesn't make anyone less of a mental health advocate. Last time I checked, being a mental health advocate is in no way synonymous to tolerating individuals who perpetuate rape culture. URL",0,test,"{
  ""text"": ""Calling someone out on their harmful behavior doesn't make anyone less of a mental health advocate. Last time I checked, being a mental health advocate is in no way synonymous to tolerating individuals who perpetuate rape culture. URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> these people are so keen on keeping illegal immigrants and self destructing themselves,0,test,"{
  ""text"": ""<user> these people are so keen on keeping illegal immigrants and self destructing themselves"",
  ""rationales"": [
    ""illegal immigrants""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@DanielOtabor People bleach their skin to look 'prettier' or more acceptable because they feel lighter skin shades are better. Anything to help dead that mentality is needed. The song is one such approach. In a way, it's part of what MLK Jnr fought for.",0,test,"{
  ""text"": ""@DanielOtabor People bleach their skin to look 'prettier' or more acceptable because they feel lighter skin shades are better. Anything to help dead that mentality is needed. The song is one such approach. In a way, it's part of what MLK Jnr fought for."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
