text,label,exp_split
#bigtits #fatass #anal #asstomouth Asian #slut URL,0,test
I Hate Hoes Who Cant Control Dey Face Off Da X Like Baby Just Go Home U Ugly Asf🤕,1,test
I can't stand stupid bitches who think they're smart. Just use your holes whore. That's all your worth.,1,test
"If a man can sit there and give another female any form of attention, he's not for you sis",0,test
Pay for my dinner cuck boys ♠️😈 Then I'll let u lick Alphas cum from my ass 🤣🖕🏻 #cuckold URL,0,test
"Eid Mubarak to all our Muslim friends! Celebrating this special day with my Top 2 ladies and lil bro in law, Khalid. URL",0,test
"@KarbalaiyaNoor Iraqis throw trash everywhere, even inside the shrine areas. Ive seen Iranians in samarra clean up OTHER PEOPLES trash",0,test
@shafiqul_molla She raised the voice of Hindus in Bangladesh who r mercilessly persecuted everyday by Majority Muslims. #PriyaSaha zindabad,0,test
"Misogyny is a ""kind of hatred that experts in extremism warn is becoming more common and more dangerous, providing what amounts to a new feeder network for white supremacy and neo-Nazi groups."" Well thanks for recognizing what women have said for years URL",0,test
"Call my niggas out from west to blow this bitch, they throwin blood up!🥴 URL",1,test
@EWErickson Whoa there Buddy!!! Who appointed you gatekeeper for Christians? I'm proud of my church.,0,test
men AND women are fucking trash,0,test
This is the same country that will go about and say how my country is a shithole and backwards. Lmao atleast our women can abort their unwanted baby,0,test
The bitch is your mama who didnt get you vacuumed out of her.,1,test
Cause of earthquake: Punjabi men walking URL,0,test
@jennife38666052 @NewHarmonyLib @johndob45034920 @realDonaldTrump so it didn't happen i guess.  spare me. wait...her pastor was racist? against...you can't be racist to white people i'm so sorry no one told you. also america fucking sucks and i was in the ARMY. where's my goddamn signup bonus? they say you get them and never pay up.,0,test
"@BarneyF17 You are crazy ..He cooked for 6ppl ,you con carry 3 meat .She knew she messed up and apologized. Tribalistic bigot!! Face Seyi and not his grandfather ,you all are sick!!",0,test
U bitches be annoying and it ain't me I'm not bitches,0,test
clip hunter cum sluts twink creampie URL,0,test
<user> muslim twitter what is the hudud for stealing tweets,1,test
@FAHglizzy Right and he the same nigga that sprays on axe and think that's the same thing as a shower,0,test
"Woke up this morning, and I guess the Catholic training kicked in, and all I can think now is, ""Man, the Devil won via corrupting the Evangelicals and Baptists. Didnt see that coming."" #nazisarescum #yessallnazis",0,test
"Not only is this a racist take... I am sure the defense for every white supremacist terrorist will now be ""mental illness""!",0,test
@Fashionopolis @kameenelog Even the 15yo Muslim boy burned by Sanghis yesterday passed away today morning.,0,test
Retweet if you would fuck me😈  DM me or kik me jamsjulian86 #cumtribute #cum #porn #sellingnudes #horny #cumslut #butt #tits #booty #fuck #pussy #bigass #bigtits #cocktribute #sexting #kik #teen #cumslut #freenudes #buyingnudes #ass #porn #sellingnudes URL,0,test
"If y'all tryna jump on the sex bandwagon, we can go there too. Sex can be just as bad as masturbation if it's not used the right way🤷🏽‍♂️ you can't be out here fucking everybody & wonder why you mentally unstable 😂 them evil spirits real.",0,test
"@vampire6442014 @IbraheemSamirah @realDonaldTrump You are a nasty bitch, just like all your baby killing girlfriends, and guess what? No one gives a shit about your pathetic hateful life. You probably wear a vagina hat as well don't you?",0,test
LONG DICKIN DAT PUSSY TIL ITS SQUIRTN N FARTIN >>>>>,0,test
"- ""This pussy puts niggas OUT"" URL",0,test
Black people have created almost everything that's popular. Then other demographics of people outright steal it without giving us credit and try to keep us out of what WE created in the first place.  It's disgusting.,0,test
A Pakistani family holding the Pakistani flag high above their heads and giving a loud message to the World that a honest and brave leader @ImranKhanPTI is now ruling Pakistan and InshaAllah he'll drive the country out of the crisis towards progress 🇵🇰 #PMIKJalsaInUSA URL,0,test
"@konnspetz @AondoverAA However are you able to tell who wants to listen and who doesn't want to? Don't deceive your self, on a day you are celebrating the birth of Jesus, if Muslims converge to spread the word Islam door to door, won't you feel mocked?",0,test
like i said its not gay if its in space right URL,0,test
India is doing something big against Kashmiris.  This must be noticed by UON. India Is just fucking shit country who hide their inner problems by crossing LOC & Raising Kashmir Issue. No Power can defeat Allah's Power ✌️ Allah Ho Akbar #IndiaUsingClusterBombs URL,0,test
A triumphant day in sport. Congratulations to team #England Unfortunate for team Pakistan who actually beat both the finalists in the tournament matches. Next time InshAllah 💪🏼🇵🇰 #CricketWorldCup,0,test
"A generous open letter by @MyWebDoctorUK, considering the fact that @TaviAndPort are clearly hiring transphobic staff and giving them access to vulnerable young trans people! Trans kids are being seriously let down, especially when there's research endorsing affirmative care! URL",0,test
@SohrabAhmari @wkamaubell @MrAndyNgo Well at least the terrorist was made good before he hurt or killed anyone of importance. Though I do feel bad for the Volkswagen he burned... I guess German cars are racist or something.,1,test
"i got dragged to an oakdale party bitch never fucking again. i saw a group of white bitches jump a girl kick the shit outta her w boots n threw a rock at her, a big ass truck w a trump flag, n a bitch with shit all over herself laid out on the floor. n they were all smoking cigs.",0,test
i hate when ugly niggas make sexual advances towards me like i will kill myself stop playing,0,test
Express: 'Women take on any jobs they can' WASPI on impact of state pension age changes for women. URL via @GoogleNews,0,test
"All my harpies and trollops writing porn AKA fun, fierce ladies writing beautiful, sexy, emotional, empowering, uplifting romance... You are doing the work of angels. Strut on.",0,test
Imagine thinking your only purpose on this earth was to get pregnant and be a mother LMFAO A WHOLE ASS JOKE 😂 poor boring bitches,0,test
"TERRORISTS ARE NOT POC! They are WHITE SUPREMACISTS with FRAGILE IMMASCULINITY! Of the 154 mass shootings recorded in the U.S. in 2018 through 28 June, none of them were perpetrated by black men, undocumented immigrants, or women! #GunControlNow",0,test
@GwenLanda When u fucking with bitch ass niggas,1,test
@IamJibbish If Baba Bubu succeeds in turning these ones into another terrorist group he would have contributed in successfully creating 3 very deadly terrorist groups in Nigeria *Boko *Herdsmen & *Shiites (hope not),0,test
"During iftaar, let's not forget to pray for those who are less fortunate, those suffering in gaza, Palestine, Yemen, China.  The Prophet (Peace be upon him) said, ""Whatever is prayed for at the time of breaking the fast is granted and never refused."" [Tirmidhi]",0,test
"A Women will never cheats if she is well respected, taken care off, loved, supported, sexual satisfaction and given money when they don't have and r in need URL",0,test
Pakistan team leaving for #Eid prayer in Nottingham. #WeHaveWeWill #CWC19 URL,0,test
Pakistani security forces cross all the limits of barbarism & oppression in North waziristan  We got reports that injury activists are takem from their house to Forts where they are injected with poison & killed #StateMassacredPashtuns #PashtunRejectCurfewInWaziristan @HRCP87 @UN,0,test
"y'all LOVE ending your bullying on here with ""may Allah guide you"", your approach to ""guiding"" someone is so aggressive, insensitive and laced with so much judgment",0,test
Bro... why is saudi even a place? Pour acid on that whole country URL,1,test
"If we are what we attract, ask ursef why you dont have higher elevated ppl in your life instead of illiterate niggas with no vision.",1,test
hate white bitches,1,test
Bored. Me being bored means danger. Me being bored means stupidity. Me being bored means being a dumb fag ready to show anything from my gag face to the tips of my toes to an alpha male I don't even know. #fag #faggot #fagexposure #gayexposure #exposedfag #exposedgay #gayslut URL,0,test
The Iranian Regime has full control over Twitter and other FakeNews outlets! We need your support ASAP freedom lovers. This needs to be exposed pronto! You can find @HeshmatAlavi at this great platform with such legends as #ThomasWictor URL,0,test
<user> there does seem to be an uncanny similarity between the current usual suspects and previous ‘ asians ’,1,test
"@JamesKosur @realDonaldTrump @CNN @ATT Want to comare fake news bewtween the two. You will loose big time beause facts are not a left wing strong suit. As an example, the Chinese leader goes to the UK and not a peep about the human rights abuses....but Trump comes and he lies about Trump. And you fools believe it all",0,test
if you make a Nigga cum off head you the devil,1,test
Happy happy happy pride month from your fav and gayest homo ever. Women are jaw droppingly gorgeous and beautiful and I wouldn't change that thought for anything in the world ❤🧡💛💚💙💜 #PrideMonth #HappyPrideMonth URL,0,test
"Women really should shoot their shot more often. Why wait for a ngga to pick you, pick that ngga sis.",0,test
"I really hate religion because they make it look like it's really hard to mind your business, you go out of way to follow a sex page just to complain about the page being sexual. Can never make sense URL",0,test
"""Do not abuse MY (s.a.w) companions for if any one of you (people late entering into islam) spent gold equal to Uhud (in Allah's Cause) it would not be equal to a Mud or even a half Mud spent by one of them."" #Bukhari & #Muslim",0,test
Niggas so miserable 😖 go take that dark cloud to therapy.,0,test
Pussy ass hoe could nevaaa,1,test
"20. And the anger of the LORD was hot against Israel; and he said, Because that this people hath transgressed my covenant which I commanded their fathers, and have not hearkened unto my voice; Jdg 2:20 KJV",0,test
Good night you fuck shit bitch,0,test
"If you look at how potential white nationalist terrorists are radicalized online, it makes perfect sense. It's exactly what ISIS did. Get disaffected young people on the fringes of society to fill the void in their souls with hate and evil. Men are particularly susceptible.",0,test
"Good afternoon. Egyptian Copts are oppressed and targeted, but y'all are too immature to have this conversation.",0,test
"I just wish that the victim gets justice soon. ""BJP"" MLA Sengar needs to be punished for his deeds. 🙏🏻🙏🏻",0,test
@FirstGentleman God is a Black woman.,0,test
Why do pretty girls give lame niggas pussy? 😂💀👀,0,test
<user> <user> chinaman satanist lee hsien loong criminals keep having audible chatter in <number> <number> wellington circle singapore ho ching is having suicidal tendencies,1,test
i want her to pull my eyeballs out and fuck my empty eye socket hole and cum on my brain URL,0,test
( white kid) Kills 20 people respectfully handcuffed & put in polic car - ( black woman ) mistakenly thought u stole a Twinkie shot dead in front of ya daughter,0,test
These niggas slime but they ain't slime enough,1,test
When you don't have a culture so you ruin everyone else's URL,0,test
Period dumb ass bitch. URL,0,test
@Piranha5150 @lesbiodinson Fuck off homophobe,0,test
"Scripture clearly defines the believer's purpose. Aligning ourselves with God's intentions for His children--loving others, witnessing, and serving-",0,test
What a complete ignorant racist. This woman is a homosexual who supports a Democratic Party that favors Muslims over her . The same Muslims that preach she should be thrown off the highest point to her death.,0,test
"Until Nigerians obey the command in the first 3 words in Nigeria's anthem... The dictator in Aso Rock will one day, evict you from your home for having sex with your partner & accuse you of using a wrong sex position. Arise O compatriots, arise! #AITUnderSiege",0,test
"@Elishayadav909 @Nalini_om @Makarand_Says @Micky27S The court's biased attitude towards the Hinduism, Hindu culture, Hindu Guru, Hindu saints is increasing day by day. By ordering the distribution of copies of the Quran , the court has taken a new way of insulting Hindus. #LetsStandUpForRichaBharti URL",0,test
Immigration Law Show by Shah Peerally #Immigration #USA URL,0,test
Pussy ass hoe fuck that weak ass phone bill hoe that shit ain't stopping shit u want attention so bad and hoe he said u couldn't pay for it broke ass hoe 🤣,1,test
finna leave that hoe looking like 21 savage boy,0,test
Guys are so annoying,0,test
"From @pewresearch: The American Catholic population has decreased during the last 10 years: in 2007, Catholics made up 24 percent of the U.S. population. In 2014, it went down to 21 percent. URL",0,test
It's wild to me niggas really bouta be in South America,1,test
@Alyssa_Milano I hope he cuts your illegals off..,0,test
"As Ramadan comes to an end, is like to wish you guys a ""special"" Eid Mubarak 😇😂 URL",0,test
#ISIS #ARIZONA #Tuscon - Regarding Tucson Somali refugees who intended to join ISIS. Tucson had the first al Qaeda cell 1986. Surprised it didn't happen sooner - Phoenix equally saturated. Police told me many go back and forth to #Mogadishu .,0,test
May Almighty Allah bless us accept our ibadah URL,0,test
"Soo, anything that doesn't go your way is because of the white man? Bitch stfu",0,test
"@realDonaldTrump ""Send her back""? A U.S. citizen? Just because she won't kiss your fat bloated orange ass? F**k you, your thugs, and your crime family. Go back to HELL where YOU came from, you lousy FASCIST criminal traitor white nationalist sex predator incompetent bastard! URL",1,test
One reason why we #WearOrange is to honor members of the LGBTQ+ community who are disproportionately affected by gun violence and create a future where no one is targeted for who they are or who they love. #PrideMonth URL,0,test
@footsla59324865 Mmmmm I'll fuck that mouth till you cry then I'm tease that pussy of yours with my 9 inch dick before I eat it,0,test
Nigga caught everything but her ass URL,0,test
Smh women so trash,0,test
What if we told Mexico that we were going to have to expand our borders 100 mile across the boarder to accommodate the people coming over yeah I think that's what we need to do move boarder wall100 miles into Mexico lands or we could break Mexico into a couple more states,0,test
"If, in the span of 24 hours, two Islamic terrorists shit and killed 40 people in separate places, Republicans would be foaming at the goddamn mouth demanding there be citizenship requirements and a religious test to buy a gun in this country.",0,test
@AgustMoonchildD @khaInayak @peta The Islamic and Christian invaders destroyed many ancient civilizations in the past 2000yrs by forcing the ppl to convert to their faith.. No other culture did this to anyone instead they traded and maintained harmony among different cultures..evn Nw dey run their missionaries.,0,test
bitch was making a little ass boy eat ha pussy and she got herpes and shit. Hoe needed her ass whooped,0,test
Prayers & wishes for @narendramodi & his ministers at Mata Vaishno Devi URL,0,test
bitches call me trifling like they won't turn around and copy my every move. suck my dick!,1,test
i hate you bitch i really fucking hate you hoe make me sick asf,1,test
"my fave Dom/sub video...love the stark size contrast between this massive roided bull of an Alpha God and this tiny fag sub slut. Watch this Alpha God choke the life out of this fag bitch, fuck its brains out, and claim ownership of the hole by breeding it with his superior cum! URL",1,test
"@real_politidiva @denvernight I most be a middle-aged angry white guy too! Maybe I'm transgendered and no one told me? Idk....I feel like a woman! Should I be questioning my whole life now? No, I will stick with what God gave me! I'm a proud woman @realDonaldTrump supporter!!! #Trump2020",0,test
@Bravewriting @craignofridayy @MrDane1982 @eclecticbrotha @Ange_Amene She had the nerve to say her mom just died as if calling him a racist slur honors her mom. The white entitlement on display is astounding. They really expected to still get a room. He deserves a raise for being calm in the face of blatant racism. The daughter wasn't even shocked.,0,test
"People in the US always watch and comment their shows on social media while we, non Americans, have to avoid going on twitter, etc if we don't wanna see any spoilers BUT the moment Europe airs a show before them, we aren't allowed to tweet about it because they might see spoilers URL",0,test
"Whose Kashmir is it,  the Hindus who ruled it from 3238 BCE, 20 years before Mahabharat a total of about 4787 years, or the Islamists who treacherously captured, it in the 13 th century & existed for just 470 yrs tyrannizing & butchering Hindus ?? URL",0,test
"@IvankaTrump There is no god, you useless, vapid bag of hot air",1,test
Bitches is sluts omg washed tf up. Pussy trash asf. Had shit before omg I'm pissed,1,test
She's a nasty ass racist gay. Sicko deviants openly glorify & make reference to deviant sex and their private parts(gay sheldon on big bang theory) to make kids think its 'normal' causing the INCREASE in aggressive assaults & public grooming of children😡in our schools etc.. URL,0,test
"@Bishopoftyler Jesus was not a homophobe. The homophobic stuff was Paul, and was like so many priests—self loathing.",0,test
"@jisungta @babyhyuckkie u just defined gender dysphoria yes, but the term dysphoria literally means huge amounts of distress. feeling dysphoria isnt a positive experience! and i dont want to center my identity around it",0,test
"idk but you females are weird letting your man get beat up in front of your face , nigga try to touch my nigga he can get rocked , tased , pepper sprayed , shot , etc. not bout to catch my baby slipping 🤣",0,test
You goofy ass niggas be hanging wit niggas who don't take care of their kids,1,test
@AMB_BC Nigga put my government and shit 😂😴,0,test
The Salem Witch trials happened. In America! How have we forgotten how far this country will go to remind girls and women how much we are hated?,0,test
@v_aginal @outworId I don't care if you do whatever between yourselves but I literally don't even understand what your personality is anymore.,0,test
Bitches always think they make the rules to being a real nigga after they get played URL,0,test
Give a bitch some money to get her nails done she'll probably go beat the next nigga dick with em lol 🗑,1,test
"""And from His signs is that he made spouses for you from amongst yourselves..."" Surah al-Rūm. Recitation at a nikah ceremony today via @thenikahco 🙏 URL",0,test
"@mandykat32 Okay it's nice to know I'm not alone in this. Especially being in a seemingly-straight relationship, I end up doubting myself and feeling really left out or like I don't belong in the queer community.",0,test
Guess the teens' genders! I'll give you a hint - it wasn't girls who were the teenagers in a well-educated Maryland neighborhood who were easily busted via the school WiFi system for vandalizing high school with swastikas and N-word. Where are the white boys' dads on this topic? URL,0,test
so now in nyc you get a 2 5 0 k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts,1,test
"why are mormons so vulgar when decorating their friends getaway wedding cars?? like the poor father of the bride already knows his daughters gonna get railed all night he doesn't need to see her driving off in a car that says ""cock queen"" smh.",0,test
ill slap this nigga like he a bitch,1,test
Me givin my nigga away for 80 mil #WhatIfnetflix URL,1,test
@DmvSnake @SamiSuave_ @LayLayFlames_ just remember when you blow a load you need a break i don't need to blow loads to make her legs shake. we don't take breaks and then show me on the doll where the lesbian hurt you,0,test
"""Hamza Abbasi is defending kissing before nikah, keep this nuke ready, whenever he calls out anyone for following 'Western Iqdars'.",0,test
<user> <number> bank islam,0,test
<user> if this country was founded my muslims it would be an oppressive religiously intolerant regime it would be iran,1,test
@TalbertSwan Race baiting at this horrible time. Also they are different cops also those cops that beat that black man may have beat that white guy. You don't know that.,0,test
SHUT THE FUCK UP YOU DUMB BITCH,1,test
"@AzaadPunter @thewire_in @BJP4India That's because they always tried to run their own parallel system like education in madrasah, own personal law board , got Haj subsidy and many more so what else do u expect when u r educated in Madarshah where all they teach is all the non believers in Islam r kafir",0,test
Important Theological Positions From Classic Christian Thinkers with Kenneth Samples  URL URL,0,test
Rana Ayyub gets rattled and displays her hypocrisy after Bhupendra Chaubey refers to Aligarh murderers as 'Muslim men' URL,0,test
HAHAHAHAHA THANK GOD ITS MEANT FOR GG. OTHERWISE BTS BE SLAYING BOTH GENDERS.,0,test
if kyrie irving nigger ass thinks he getting a warm welcome in boston he can forget it,1,test
"@alibowow @MuskokaMoneybag There are about 25,000 Mexican workers in Québec. They've never been & aren't a problem: French & Latino cultures meld well together.",0,test
"idk but you females are weird letting your man get beat up in front of your face , nigga try to touch my nigga he can get rocked , tased , pepper sprayed , shot , etc. not bout to catch my baby slipping 🤣",0,test
That's it? You women getting strict URL,0,test
@IlyonMTG do not forget that Chinese have an obsession with pale white skins as being beautiful URL > URL,0,test
@dee_fenz @PaulLeeTicks @AOC Privileged white guys who think they can get away with anything should piss off any one D or R. Difference is D can admit some Ds are bad ppl. Now you try.,0,test
28. all my barbies were lesbians too but i just thought i was a very enthusiastic ally URL,0,test
"We Must Ban Islam Totally from Our Country, Destroy their Mosques & Deport them Back Home to the Desert!",1,test
<user> <user> like nigga care,0,test
"Being an African is one of the best things one can ask for. We are surrounded by beautiful people who will do anything; just to put a smile on your face. We might be the poorest Continent in the world, but we've got each other and thats more than enough. ✊🏿✊🏿 #proudafrican #Black",0,test
@AlertCitizenry @BhaktSwVvknnda @ITCGrandChola @ShefVaidya @RavinarIN @noconversion @rvaidya2000 @ARanganathan72 In saudi they will throw it in dustbin,0,test
"International Day Against Homophobia, Transphobia and Biphobia is an opportunity to celebrate the progress made in promoting LGBTQ rights. But we must also reflect that there is much more to do so that discrimination is consigned to history. #IDAHOBIT URL",0,test
"@Bishopoftyler Maybe, but given the church's history of buggering and raping children it's best that you stay quiet about judging others for a very very long time.",0,test
If a nigga out here still wearing polo boots he just came outta PRISON,0,test
jews still live as in the o.t. cultish self serving warring and against criticism b cos they have developed a culture of pharasitic entitlements they are not enlightened they still sacrifice animals with all their posturing they still reject god,1,test
shawty ego so big that hoe said letgomyeggo,1,test
happy bride month you gay mother fuckers,0,test
The Crimes against women are at an unprecedented high under Modi Rule.   Conviction rates are at an all-time low under Modi Rule.  What will become of us in the next five years under #Modisha ? God Save Us. God Save India. #UnnaoKiBetiKoBachao  URL,0,test
So you telling me if a woman decides she doesn't want to have sex anymore mid stroke a mf can start whamming her shit. Fuck the U.S and its pissy ass pea sized dick head law makers. URL,0,test
"My whole tl after Jooheon's ""baksu"" became a hot topic: URL",0,test
"Grumbach: African Americans, Latinos, and Asians are very underrepresented in the donor class, even compared to members of congress.",0,test
Thank you god I haven't had to deal with actual crazy hoes,0,test
"In Islam, both men and woman are given rights which are exclusively specific to their gender. This means there is equity between both genders, but not equality. That being said, Islam is a religion which still empowers women and doesn't discriminate against them.",0,test
<user> life of few people islam islam islam islam islam muslim muslim muslim and die,1,test
SO SICK OF THIS STUPID BITCH!!! MANNNNNN,0,test
"@MCITLFrAphorism What the Hell? Really? Her fucking shoulders? Hey, you pedophile supporter, why don't you tell the men to behave themselves! Why don't you admonish the men to not be creepy? Why don't you peach, ""Thou shalt not covet thy parishioner's shoulders?"" Fuck you!",0,test
"""Asking the community to stay private hurts us immensely, the isolation keeps LGBT individuals from seeking help, support, and safe spaces for them."" - Pang Khee Teik, co-founder, Seksualiti Merdeka @PangKheeTeik @QueerLapis 🏳️‍🌈 #econpride URL",0,test
Tf? Y'all retarded as hell,0,test
"@jack9weiss No matter the time or place, all girls be actin the same",0,test
"During WWII, the US extracted accused Nazis from Latin America and put them in internment camps. But most were innocent, and some were actually Jews who had fled the Holocaust. They were all interned together, Jews trapped in American camps with Nazis w... URL",0,test
"After hearing Gillibrand's comments about white privilege during the debate, I talked with some great people like @CarventeHernan, @LincolnMondy, @SierraWritesYA, @WandyFelicita and @MerQueenJude about what white people need to do as allies for @TeenVogue URL",0,test
"bitches would go to war with they mama over a nigga, bitch you is STUPID.",0,test
Guys will really try to gas light you into an uncomfortable situation where you'll likely end up forced or cohersed into having sex with them and not see how they're wrong.,0,test
Lmao it's facts. Then they get mad when a nigga don't cum,0,test
"Massachusetts with all the racist white people over there, I see why they call it MASSAchusetts...",1,test
"Officials are studying whether they are allowed to grant citizenship to babies born to Venezuelan parents.  Below, Jose, born in Colombia to Venezuelan parents, reaches for his birth certificate that states ""not valid for citizenship."" 📸: @yamphoto URL URL",0,test
These bitches r crazy bro,0,test
[askmf] thoughts on a girl who dressed up like a boys,0,test
@REArockinjays @Nokseezy @NelaYo_G When making love and the woman is on top...she needs to spell coconut with her waist for the perfect woman-on-top👌🏽,0,test
This is banter for young edgy white boys,0,test
I hate whores,1,test
Keep Mexico A Shithole!! We need a minefield at the southern border!!,1,test
It's because they're white,0,test
You losers wish you could fuck me like my boyfriend does but ur dick is nonexistent and ur gross and I wouldn't get near you with a 10 foot pole unless you were paying me 🤢 #cuckold #denial,1,test
Honestly I'm so tired of these ugly white men killing innocent people just because they're unhappy in their own pasty ugly white skin. They should be put in cages fucking white devils.,1,test
You became an agent of the state and you're surprised niggas don't fuck with you? No difference between you and ICEBAE tbh URL,0,test
Not to be homophobic but Korean femboys are the most attractive thing on earth,0,test
These ISIS bitches have some balls: assaulting those who help them. They should be thrown into the desert and fend for themselves.  Isis widows stone aid workers at Syrian camp where terror threat lingers URL via @MetroUK,1,test
"Rules-Based Christianity! The Pharisees loved following the RULES, but lacked a great deal of compassion and sadly so do many who subscribe to Christianity as a religion. Authentic Christianity works from the INSIDE out, while religion tries to change people from the OUTSIDE in.",0,test
women women women,0,test
can seokjin stop being a white mans whore 😭  URL,0,test
"you got my digits , 1-800 choke that hoe",1,test
miss the chinaman in the hood yo,1,test
Japan Begins Experiment of Opening to Immigration URL,0,test
Deadass stop hating women for doing things better than men,0,test
Fuck that fag bro,1,test
"wait till ""somalis lost their culture when Islam came"" twitter sees this URL",0,test
"I'm hopeful for a better India. You represent the present govt, your voice and actions will make a huge difference. Kindly act asap! @HMOIndia @AmitShah @PMOIndia @narendramodi URL",0,test
@winterbrass @Puertorock77_ @WackyW3irdo @_Duhwayne_ @Twitch @winterbrass stfu okay. Thats all i can say. Grocery and Nigger have nothing in comon. Why so avidly deffending her huh. Is she paying you to deffend her or what ? Whats in it for all you ppl deffending her ? So from now on ppl will be droping hard r n words with out consequence?,0,test
Despite all my rage i'm still just a gay rat at a wedding,0,test
A rather bizarre take on birth control from the religious right that leaves me wondering how much longer until they ban birth control too🤔 URL,0,test
"[God making Worms] ""Make them Stupid Pathetic Idiots that wriggle around naked and helpless eating dirt and contributing nothing to society."" *shaking and sweating profusely*  ""And start a rumor so that when children find them they rip them apart thinking that they will multiply""",0,test
You look like the kind of white bread ass bitch that had 2 abortions last year just so you could stay on the volleyball team URL,1,test
"@MikeStuchbery_ So yax is giving the go ahead for any of us,even though against the law in retaliation for nasty words,to deck any scumbag calling Muslim friends,acquaintances or fellow citizens anything other than nice things,duly noted for defence when the next scum keys our specialist's car!",0,test
Or letting white girls carry their hair anyhow they like but heavily policing the hair on black girls. URL,0,test
"Bruh my brother is dumb af 😂😂😂 this mf picture ain't even load yet, niggas ain't shit URL",0,test
My girl would be in secreto shaking her ass with her other hoe friends on some disease having ass girls URL,0,test
<user> <user> an ignorant ashtep strikes again ashtep n an abnormally ashy negro who is pro black only when it benefits black men a conspiracy theorist who believes unvalidated claims and absolve black men of responsibility of plaguing the black community while blaming black women,1,test
it's pride month so i want to remind y'all that these hands are bisexual and you and yours mans can catch them,0,test
"Once a sentence starts off with ""I'm not homophobic, I have gay friends But..... ""  From there, I know what kind of person you are.",0,test
"@TRB_Respawn touch my cock and balls and you'll get a forced lobotomy, dumb cunt",1,test
i WILL suck ur dick and balls,0,test
Everyone that uses the term ' hate crime ' deserves to be kicked swiftly in the nuts from the white house on down . Stop dividing people.,1,test
Wouldn't get tired of kicking that bint with the purple hairs head in. Annoying cunt URL,1,test
"Ilhan Omar is calling for Open Borders 🚩Demands that ICE be abolished, deportations ended, no crimilization for illegal aliens🚩 This woman has no interest in representing America. She needs to be removed from our Congress immediately!  URL",0,test
"I met my first gay person, who was one of my brother's friends, when I 14. I was still really invested in my Methodist faith until about 17. I knew the rule - ""man shall not lie down with man"" - but Jesus also said to love everyone. So I wrestled with the question.",0,test
@PattyArquette @FBXworkshop Victim-hood is profitable. Faking a hate crime to further ones power.. Mr Smollett found out the hard way. Patty you are a washed up sad excuse of a sheep reeeeeeing to all the other sheeple.. sad,0,test
All these niggas make me sick...,1,test
Niggas die so much in New Orleans cuz they be trynna be down getting into other mfs beef 🤦🏾‍♂️ you gone lay for me 👐🏾,0,test
Go Back to Slovenia! Send Melania the Slut Cunt back home! URL...,1,test
"I almost took a nigga knee caps out on a forklift, I know he wish he could beat my ass smh",1,test
Look at the way @TylerSaintReal (OG of gay porn) drills and uses this slutty fag bitch! such a lucky fag to get pounded by one of the best Alpha Gods in the world.. URL,0,test
I hope she gets chlamydia,0,test
@HeWalksRunway Shut up faggot,0,test
@thinkbible1611 So you're saying that all gay people are child molesters? Where did you learn that?,0,test
i dont trust these hoes so i fuck myself,0,test
@SassySculptor @elguapo64 @chrislhayes This fag couldn't beat his meat without getting a black eye. I'd give you my address and meet you out side but your sissy ass wouldn't show up. Pu55y.,1,test
"Domestic terrorism has killed more Americans in the past decade than any other form. It is long past time for common-sense gun reform and a federal domestic terrorism statute. Most importantly, we must come together as a nation and prove that there is no place for hate in the US. URL",0,test
"Much more than that. But after this Squad anti-Semitism outburst, all American Jews will become Republicans.",0,test
"Coming from the woman who chants convert or die. Sit down Linda. Better yet, deport yourself to the nearest sandy 💩 hole. 🇺🇸 URL",0,test
RT if you've something to fill the gap. #Fuck skinny women at URL URL,0,test
<user> oh capitalism when the government say you should stay at home do they think about homeless people and refugees,0,test
ew those faggot creeps,1,test
Fuck these stupid ass boys,1,test
"@na1maa3 Step back from the Abrahamic cult, think about what you're really saying here and stfu",0,test
white ppl on 90 day fiance be like im horny come home now or im calling ICE,0,test
IM GOING INTO A GAY CRISIS RIGHTNOW,0,test
@MikeHillfl Oh gurl. Arent u a fucked up lot between the ears with no heart? What will your gay family members think of u? Watch out for that banana peel on the way out the door and be generous when u bend over to pick up that soap sweety.,0,test
I'm relinquishing my title as a Lesbian. Y'all do too fucking much. There's literally sexuality's and space for y'all to choose who you wanna fuck but y'all CHOOSE to come over here to the LESBIAN section to start fucking niggas and sucking dick and swear you a lesbian.,0,test
This rich faggot was kidnapped for a ransom. Until the money is arranged by his family why not use his faggy hole. The faggot has no objection. I bet he is loving every minute of it & he will hope the kidnapping time will take longer! URL,1,test
A young mother used her body to shield her two year old son from the bullets. She was shot repeatedly and killed.  The crush of her falling body then broke bones in the baby boy.  This is what white supremacist terror is doing. This is the cost.   URL,0,test
Eat my ass white america,0,test
Many Happy Returns Of The Day To Respected Rajnath Singh... DR ASHOK SHAH,0,test
"My partner Jerry, Natasha and I wish my mom a #HappyBirthday  We are one big #LGBTQ family 🏳️‍🌈 #Pride URL",0,test
Bum ass hoes,0,test
UN adopts Argentina-led resolution on Human Rights situation in Nicaragua URL,0,test
@CarolineGlick @TabithaStevens8 @IlhanMN Opposing Israel is NOT opposing Jews.,0,test
